runNum,gen,nevals,F.avg,F.max,F.min,F.nevals,F.std,S.avg,S.max,S.min,S.nevals,S.std
4,77,567,0.12773,8.06,0,567,0.699494,125.01,263,6,567,49.8068
4,78,542,0.10432,11.18,0,542,0.696592,127.062,263,12,542,50.6317
4,79,548,0.13235,11.18,0,548,0.810413,129.426,284,4,548,52.0684
4,80,596,0.10847,10.67,0,596,0.64087,127.002,284,4,596,52.7968
4,81,497,0.10492,11.24,0,497,0.711001,128.734,282,12,497,51.8519
4,82,549,0.16845,11.18,0,549,0.920584,132.004,279,1,549,51.9664
4,83,530,0.1083,11.23,0,530,0.710606,131.658,279,13,530,51.1431
4,84,570,0.12654,11.18,0,570,0.737053,134.081,332,1,570,52.6017
4,85,567,0.17821,11.18,0,567,0.977929,135.77,377,11,567,52.3617
4,86,535,0.10548,11.18,0,535,0.771906,138.321,377,13,535,55.104
4,87,519,0.13359,11.18,0,519,0.845349,140.522,377,11,519,56.8181
4,88,503,0.09473,10.67,0,503,0.637537,145.084,377,1,503,58.6403
4,89,555,0.09355,10.67,0,555,0.65884,146.07,380,11,555,59.2883
4,90,520,0.14965,11.2,0,520,0.948138,146.521,380,1,520,62.3383
4,91,526,0.14565,12.14,0,526,1.00557,146.438,379,1,526,61.2172
4,92,532,0.11834,11.24,0,532,0.836862,150.396,379,1,532,61.7616
4,93,531,0.10666,11.18,0,531,0.735207,150.331,379,11,531,63.0768
4,94,564,0.10588,11.18,0,564,0.742128,155.508,379,4,564,65.2266
4,95,513,0.09498,11.18,0,513,0.692523,160.974,383,1,513,66.0156
4,96,549,0.10842,11.18,0,549,0.814275,160.853,377,1,549,63.5473
4,97,544,0.14404,12.14,0,544,0.953911,161.34,394,1,544,63.9067
4,98,546,0.0924,11.18,0,546,0.683019,164.729,372,13,546,62.6101
4,99,534,0.10994,11.18,0,534,0.808299,163.994,370,13,534,61.2085
4,100,569,0.09736,11.18,0,569,0.743698,170.333,370,20,569,64.5732
4,101,530,0.11753,10.58,0,530,0.763555,171.152,372,11,530,63.149
4,102,545,0.11164,12.13,0,545,0.793553,173.598,357,9,545,63.4329
4,103,555,0.16034,11.18,0,555,1.06649,175.074,357,1,555,63.3661
4,104,548,0.13468,11.18,0,548,0.918805,176.41,393,1,548,62.7695
4,105,544,0.12188,12.22,0,544,0.896529,181.482,395,4,544,62.4513
4,106,561,0.1129,11.18,0,561,0.757733,182.95,389,12,561,61.5816
4,107,515,0.04331,8,0,515,0.342714,184.366,391,14,515,60.9878
4,108,538,0.09986,11.18,0,538,0.769359,185.456,389,1,538,61.1968
4,109,578,0.10359,11.18,0,578,0.736758,188.518,389,4,578,64.7485
4,110,525,0.08843,11.24,0,525,0.685467,186.981,434,16,525,64.2455
4,111,560,0.06358,11.18,0,560,0.471226,188.375,434,1,560,63.061
4,112,573,0.08567,11.18,0,573,0.639457,186.322,434,4,573,63.9151
4,113,566,0.1117,11.18,0,566,0.737808,189.314,441,1,566,62.2325
4,114,556,0.10857,11.18,0,556,0.692987,194.307,460,9,556,65.2014
4,115,548,0.12241,11.24,0,548,0.959886,196.032,443,1,548,66.3838
4,116,550,0.06909,8.01,0,550,0.505788,196.314,443,18,550,65.2689
4,117,535,0.09449,11.18,0,535,0.737717,199.954,451,1,535,67.2361
4,118,563,0.07859,10.67,0,563,0.534266,200.033,445,1,563,66.44
4,119,525,0.08609,8.06,0,525,0.615093,201.324,450,1,525,69.6685
4,120,551,0.05856,11.18,0,551,0.57601,201.585,452,1,551,70.8226
4,121,582,0.11111,11.42,0,582,0.770592,200.946,452,4,582,67.8607
4,122,516,0.06428,11.18,0,516,0.616629,204.729,545,13,516,64.6292
4,123,578,0.12043,11.87,0,578,0.878889,203.747,592,12,578,70.6663
4,124,567,0.10214,11.24,0,567,0.779803,203.186,452,11,567,68.7084
4,125,512,0.07467,10.67,0,512,0.576936,202.681,452,1,512,69.2937
4,126,552,0.08435,11.18,0,552,0.631804,203.829,440,18,552,68.357
4,127,551,0.08229,11.18,0,551,0.644947,201.955,472,9,551,68.8534
4,128,542,0.05127,11.18,0,542,0.507647,204.912,472,13,542,64.33
4,129,578,0.09107,11.18,0,578,0.689112,204.711,477,11,578,63.4502
4,130,520,0.06888,11.18,0,520,0.616142,204.851,471,1,520,65.295
4,131,571,0.05893,11.24,0,571,0.473958,207.009,473,13,571,68.0127
4,132,512,0.05214,8.06,0,512,0.399531,207.126,471,11,512,67.9703
4,133,508,0.09112,10.58,0,508,0.64729,202.553,471,11,508,67.8025
4,134,532,0.09035,11.18,0,532,0.644845,204.572,477,13,532,67.5427
4,135,528,0.09529,11.18,0,528,0.697621,208.29,479,13,528,69.5621
4,136,557,0.09049,11.18,0,557,0.758925,209.643,479,11,557,68.9464
4,137,525,0.13013,11.18,0,525,0.930401,208.288,479,4,525,73.3886
4,138,554,0.07539,8,0,554,0.488144,206.449,479,13,554,71.7584
4,139,555,0.0796,11.18,0,555,0.55855,210.753,479,12,555,70.4851
4,140,540,0.08992,11.23,0,540,0.731167,213.441,479,1,540,70.7132
4,141,562,0.0612,5.86,0,562,0.390507,212.072,479,4,562,71.9984
4,142,585,0.1004,11.18,0,585,0.803722,213.841,480,1,585,75.3708
4,143,552,0.12389,11.24,0,552,0.851185,214.928,481,11,552,75.5114
4,144,579,0.08317,11.18,0,579,0.670539,215.839,483,12,579,76.6803
4,145,558,0.06954,11.18,0,558,0.579078,219.104,483,43,558,73.148
4,146,565,0.09989,8.06,0,565,0.661269,220.919,477,43,565,74.6383
4,147,531,0.06324,11.18,0,531,0.563692,222.451,482,22,531,76.5545
4,148,551,0.08665,11.18,0,551,0.671278,225.532,482,1,551,76.5787
4,149,529,0.0943,11.18,0,529,0.74278,226.727,484,15,529,76.0308
4,150,558,0.09056,11.24,0,558,0.714019,225.244,484,13,558,77.3815
4,151,548,0.1069,11.18,0,548,0.812757,229.687,485,15,548,76.108
4,152,548,0.07405,11.18,0,548,0.539072,229.535,485,4,548,78.018
4,153,539,0.09568,11.18,0,539,0.676314,228.8,484,4,539,77.2795
4,154,519,0.10509,11.18,0,519,0.85433,228.388,524,13,519,77.951
4,155,553,0.08093,11.18,0,553,0.632965,229.995,524,1,553,74.0025
4,156,573,0.07923,8,0,573,0.598613,228.347,524,13,573,72.6631
4,157,552,0.07335,9.83,0,552,0.639967,229.586,524,13,552,73.7919
4,158,581,0.12298,11.18,0,581,0.9118,229.608,530,11,581,79.3905
4,159,540,0.10488,11.18,0,540,0.745862,228.937,526,4,540,80.7412
4,160,548,0.09515,11.18,0,548,0.74427,228.969,524,11,548,78.8077
4,161,528,0.06208,11.18,0,528,0.506806,232.031,524,11,528,79.4628
4,162,528,0.10387,11.18,0,528,0.766241,229.477,524,1,528,82.1532
4,163,546,0.07565,11.18,0,546,0.596063,230.761,526,1,546,84.4094
4,164,550,0.06794,10.58,0,550,0.540881,234.202,560,9,550,86.3337
4,165,563,0.08956,11.18,0,563,0.711586,234.312,560,13,563,85.9548
4,166,555,0.10903,11.18,0,555,0.787765,237.173,581,1,555,85.9234
4,167,562,0.07686,11.18,0,562,0.624287,236.126,581,4,562,83.0147
4,168,510,0.09913,11.18,0,510,0.702734,236.74,581,10,510,89.4672
4,169,506,0.11665,11.2,0,506,0.853899,235.995,599,11,506,89.8532
4,170,577,0.08324,11.24,0,577,0.676836,236.542,592,25,577,85.4568
4,171,542,0.0758,10.67,0,542,0.645145,233.604,594,13,542,79.7236
4,172,564,0.08313,11.24,0,564,0.666462,237.627,594,11,564,87.0576
4,173,567,0.10071,11.18,0,567,0.729769,232.067,594,11,567,89.1338
4,174,564,0.08887,11.18,0,564,0.617615,235.786,594,18,564,89.1541
4,175,574,0.12661,11.24,0,574,0.892016,238.769,598,12,574,84.5694
4,176,566,0.13178,11.18,0,566,0.976681,244.581,589,14,566,84.852
4,177,535,0.10858,11.18,0,535,0.820647,246.667,589,1,535,84.6382
4,178,575,0.09504,11.18,0,575,0.767672,244.28,567,1,575,81.6012
4,179,568,0.07501,11.18,0,568,0.574185,244.106,572,11,568,79.2318
4,180,524,0.09729,11.24,0,524,0.777472,240.154,562,17,524,76.5426
4,181,531,0.07274,9.73,0,531,0.543767,243.034,562,11,531,79.464
4,182,559,0.08333,11.18,0,559,0.702236,247.219,562,13,559,76.7687
4,183,549,0.10611,11.18,0,549,0.804348,245.311,564,19,549,79.3671
4,184,566,0.09551,11.18,0,566,0.703571,248.769,606,4,566,83.6016
4,185,547,0.09508,11.18,0,547,0.783971,245.765,565,4,547,79.8609
4,186,578,0.08571,11.18,0,578,0.627099,250.375,567,11,578,83.8879
4,187,533,0.04393,11.18,0,533,0.45551,252.696,559,12,533,80.484
4,188,550,0.06862,8,0,550,0.509682,248.052,612,11,550,84.1778
4,189,549,0.06248,11.18,0,549,0.589039,253.32,612,43,549,78.0787
4,190,563,0.14127,11.2,0,563,0.944856,255.903,555,13,563,78.8459
4,191,533,0.05986,8,0,533,0.493784,256.061,533,4,533,78.1449
4,192,592,0.07595,11.18,0,592,0.695715,253.039,531,14,592,80.5172
4,193,551,0.1049,11.18,0,551,0.798598,251.57,532,22,551,80.638
4,194,578,0.07536,11.18,0,578,0.672212,249.044,534,13,578,80.371
4,195,539,0.10982,11.23,0,539,0.862951,246.975,534,11,539,81.8628
4,196,566,0.1071,11.18,0,566,0.744319,247.088,538,1,566,81.9491
4,197,586,0.09182,11.23,0,586,0.767731,250.128,545,30,586,81.1018
4,198,509,0.1218,11.2,0,509,0.933199,247.943,556,4,509,84.4077
4,199,551,0.11818,11.18,0,551,0.828576,249.018,556,16,551,86.0566
4,200,501,0.0723,11.24,0,501,0.639932,252.237,546,11,501,90.2466
5,0,1000,4.13367,11,0.4,1000,3.35867,7.015,12,4,1000,3.44482
5,1,529,2.30163,11.08,0.4,529,2.08633,7.189,26,1,529,3.72549
5,2,509,1.73982,10.2,0.4,509,1.66794,7.93,28,1,509,4.0994
5,3,551,1.57459,10.24,0.4,551,1.74447,8.621,28,1,551,4.15733
5,4,575,1.50547,10.32,0.4,575,1.73023,9.709,26,1,575,4.34492
5,5,551,1.38581,10.56,0.4,551,1.73073,10.96,29,1,551,4.33317
5,6,522,1.24206,10.56,0.4,522,1.47221,11.904,31,1,522,4.26905
5,7,565,1.20274,10.2,0.4,565,1.48247,12.506,37,1,565,4.6791
5,8,556,0.99754,9.47,0.4,556,1.19348,12.964,37,1,556,5.31156
5,9,549,0.9392,10.2,0.13,549,1.07831,14.058,42,1,549,6.23592
5,10,546,0.85186,10.2,0.13,546,1.00418,15.118,45,1,546,6.75175
5,11,566,0.90984,10.2,0.13,566,1.10619,15.439,42,1,566,6.95473
5,12,556,0.85094,10.2,0.13,556,1.08847,16.241,48,1,556,7.28512
5,13,521,0.7588,9.44,0.13,521,0.989605,17.272,45,1,521,7.81076
5,14,552,0.78068,10.2,0.13,552,1.01149,18.059,45,1,552,8.25939
5,15,558,0.75347,10.2,0.13,558,0.975502,19.484,53,1,558,8.74561
5,16,566,0.68467,11.08,0.13,566,0.883372,19.913,59,1,566,9.06076
5,17,546,0.70952,10.2,0.13,546,1.12786,22.265,56,1,546,9.856
5,18,549,0.54937,9.96,0.13,549,0.877629,24.624,60,1,549,9.98202
5,19,513,0.43007,10.2,0.1,513,0.85149,27.579,68,1,513,10.5334
5,20,590,0.40397,10.2,0.1,590,0.792063,29.884,69,4,590,11.5477
5,21,549,0.34039,10.2,0.1,549,0.76315,31.941,76,1,549,11.8402
5,22,567,0.3346,7.01,0.1,567,0.679008,33.627,80,1,567,12.3049
5,23,555,0.31301,10.2,0.1,555,0.736122,34.533,76,1,555,12.2454
5,24,559,0.32202,10.2,0.01,559,0.688675,35.616,86,1,559,13.0127
5,25,561,0.30906,10.2,0.04,561,0.644763,37.291,99,1,561,13.2005
5,26,549,0.28522,7.01,0.04,549,0.600116,39.128,95,9,549,12.3458
5,27,566,0.31068,10.2,0.04,566,0.800739,40.614,111,1,566,12.7913
5,28,598,0.28056,9.41,0.01,598,0.645674,42.005,93,1,598,11.4911
5,29,551,0.24238,6.98,0.01,551,0.592783,43.147,93,12,551,10.7369
5,30,553,0.26606,9.41,0.01,553,0.737244,44.016,93,1,553,11.2915
5,31,539,0.24549,9.41,0.01,539,0.679197,45.402,97,1,539,11.7554
5,32,533,0.2208,9.41,0.01,533,0.73165,46.154,99,15,533,11.4146
5,33,546,0.21658,9.4,0.01,546,0.761474,46.951,99,1,546,11.6301
5,34,529,0.25246,10.2,0.01,529,0.941266,46.263,109,1,529,12.302
5,35,533,0.18092,9.32,0.01,533,0.669153,45.619,110,11,533,11.9867
5,36,501,0.20652,9.32,0.01,501,0.812594,45.311,115,1,501,13.1499
5,37,563,0.20616,10.2,0.01,563,0.784929,46.102,115,1,563,13.7491
5,38,546,0.17683,6.89,0.01,546,0.595744,46.904,115,1,546,14.043
5,39,563,0.21936,10.2,0.01,563,0.80444,48.669,147,1,563,15.6749
5,40,567,0.21299,9.32,0.01,567,0.882711,49.204,114,1,567,14.9569
5,41,537,0.19752,10.2,0.01,537,0.751955,49.931,116,1,537,15.0623
5,42,532,0.18545,10.2,0.01,532,0.717592,51.226,122,4,532,15.6322
5,43,552,0.22697,10.2,0.01,552,0.931659,52.123,170,1,552,17.0708
5,44,537,0.19985,9.32,0.01,537,0.785572,53.577,170,4,537,17.9183
5,45,572,0.2124,10.2,0.01,572,0.885486,55.111,170,1,572,18.5609
5,46,576,0.21684,10.2,0.01,576,0.903064,56.396,170,4,576,18.7005
5,47,544,0.19746,9.32,0.01,544,0.805655,58.948,170,11,544,19.7895
5,48,546,0.1861,9.32,0.01,546,0.756095,59.9,140,1,546,20.2717
5,49,554,0.15604,9.32,0.01,554,0.686243,62.118,164,11,554,21.9706
5,50,535,0.14022,6.89,0.01,535,0.558241,64.614,151,4,535,22.6257
5,51,584,0.16063,10.12,0.01,584,0.6688,67.103,149,1,584,23.4194
5,52,529,0.1247,9.32,0.01,529,0.537285,68.512,161,1,529,23.2699
5,53,510,0.13953,6.89,0.01,510,0.564231,69.175,149,15,510,22.72
5,54,535,0.14435,9.32,0.01,535,0.625131,70.672,165,1,535,24.6321
5,55,574,0.13662,10.2,0.01,574,0.609257,70.001,162,4,574,24.1407
5,56,573,0.1347,9.32,0.01,573,0.648397,72.557,165,11,573,25.1479
5,57,525,0.1394,10.2,0.01,525,0.716753,73.504,177,4,525,24.6636
5,58,532,0.14395,9.32,0.01,532,0.660019,75.525,190,4,532,25.6305
5,59,545,0.10297,4.1,0.01,545,0.356181,76.611,190,11,545,26.7736
5,60,562,0.14005,9.52,0.01,562,0.64724,77.768,215,11,562,26.8898
5,61,511,0.15568,9.32,0.01,511,0.748491,79.314,168,1,511,26.9434
5,62,543,0.13796,9.32,0.01,543,0.626227,79.326,214,1,543,29.1099
5,63,554,0.13326,9.32,0.01,554,0.626043,81.045,223,4,554,29.3071
5,64,547,0.10704,6.73,0.01,547,0.427128,81.883,223,1,547,29.3687
5,65,529,0.13229,7.09,0.01,529,0.595947,83.359,254,13,529,30.7739
5,66,546,0.14765,9.32,0.01,546,0.693394,86.893,254,1,546,32.5499
5,67,552,0.16321,7.53,0.01,552,0.712486,88.547,254,4,552,34.8331
5,68,549,0.12861,9.32,0.01,549,0.62937,89.358,254,1,549,35.2717
5,69,582,0.09836,6.89,0.01,582,0.469009,92.148,254,1,582,34.6483
5,70,580,0.14452,9.32,0.01,580,0.675059,92.24,254,6,580,35.4272
5,71,530,0.11544,6.89,0.01,530,0.476222,92.95,205,11,530,34.4951
5,72,551,0.10325,6.89,0.01,551,0.46304,93.307,228,15,551,36.2173
5,73,547,0.10885,6.89,0.01,547,0.482587,95.134,205,4,547,38.4945
5,74,534,0.13506,9.32,0.01,534,0.696963,96.872,246,11,534,39.4793
5,75,532,0.10436,5.08,0.01,532,0.449475,97.492,231,1,532,38.715
5,76,571,0.11654,10.2,0.01,571,0.606261,97.362,234,4,571,38.6105
5,77,549,0.1348,6.89,0.01,549,0.615977,97.835,234,11,549,39.7368
5,78,539,0.13123,9.32,0.01,539,0.664442,98.641,234,1,539,39.9563
5,79,559,0.13085,6.89,0.01,559,0.601005,100.694,275,4,559,41.3717
5,80,555,0.16293,10.2,0.01,555,0.757197,102.736,275,1,555,40.6079
5,81,586,0.10381,6.89,0.01,586,0.456125,104.761,259,11,586,40.9186
5,82,564,0.11701,9.32,0.01,564,0.579041,103.574,251,4,564,41.3924
5,83,591,0.14793,10.24,0.01,591,0.827378,107.172,251,11,591,43.3423
5,84,555,0.13711,6.89,0.01,555,0.622493,108.494,246,11,555,43.3211
5,85,519,0.09524,6.89,0.01,519,0.557258,111.633,250,4,519,42.8768
5,86,528,0.11391,9.32,0.01,528,0.625279,115.641,246,14,528,41.4345
5,87,513,0.11439,10.2,0.01,513,0.619684,117.773,246,4,513,41.7342
5,88,554,0.0913,10.2,0.01,554,0.539787,119.343,274,1,554,44.1753
5,89,562,0.0979,9.32,0.01,562,0.480765,120.837,259,1,562,45.3382
5,90,556,0.09336,7.97,0.01,556,0.51676,124.753,259,11,556,45.6248
5,91,537,0.09228,6.89,0.01,537,0.479956,125.801,257,1,537,46.063
5,92,553,0.11776,10.2,0.01,553,0.639212,125.286,246,1,553,47.8875
5,93,552,0.06365,6.89,0.01,552,0.360588,127.735,268,12,552,49.4647
5,94,563,0.0818,6.73,0.01,563,0.391628,127.146,268,21,563,49.9843
5,95,530,0.08339,6.89,0.01,530,0.462865,127.904,268,11,530,49.2696
5,96,546,0.08553,6.89,0.01,546,0.476267,128.338,268,11,546,50.2478
5,97,581,0.08122,9.32,0.01,581,0.450888,131.64,370,10,581,50.3561
5,98,547,0.15906,10.2,0.01,547,0.798386,132.842,275,4,547,51.0646
5,99,551,0.10793,6.89,0.01,551,0.541429,134.98,284,22,551,51.8562
5,100,551,0.11322,6.89,0.01,551,0.561946,136.886,301,11,551,52.3752
5,101,559,0.0861,6.89,0.01,559,0.424946,136.965,301,12,559,52.5576
5,102,589,0.114,6.73,0.01,589,0.549996,141.204,301,12,589,52.972
5,103,558,0.09266,9.32,0.01,558,0.556491,143.333,299,4,558,53.5957
5,104,518,0.08073,6.89,0.01,518,0.45356,144.462,311,14,518,54.5473
5,105,547,0.11345,9.32,0.01,547,0.597335,147.157,318,11,547,54.8241
5,106,571,0.10144,9.32,0.01,571,0.556112,147.096,307,11,571,52.3655
5,107,576,0.12589,9.32,0.01,576,0.716744,147.391,309,4,576,53.2981
5,108,588,0.10716,9.44,0.01,588,0.587616,148.483,329,11,588,54.0203
5,109,568,0.09927,9.32,0.01,568,0.539153,151.746,306,11,568,53.8387
5,110,506,0.09704,6.89,0.01,506,0.566968,154.715,297,1,506,54.1326
5,111,537,0.09552,9.32,0.01,537,0.575172,154.158,307,4,537,54.1596
5,112,544,0.09865,9.32,0.01,544,0.645977,156.55,297,11,544,54.902
5,113,557,0.07771,6.77,0.01,557,0.444431,163.222,334,11,557,54.9001
5,114,515,0.09143,6.89,0.01,515,0.552886,163.381,297,11,515,54.4631
5,115,554,0.09472,6.89,0.01,554,0.497223,162.152,297,22,554,54.2546
5,116,556,0.07235,6.89,0.01,556,0.424021,164.323,326,19,556,53.6019
5,117,568,0.08786,9.32,0.01,568,0.613275,166.216,332,12,568,56.0676
5,118,546,0.092,6.73,0.01,546,0.471766,168.948,326,11,546,54.8464
5,119,563,0.1004,6.89,0.01,563,0.632102,172.501,331,11,563,57.5122
5,120,551,0.07952,9.32,0.01,551,0.493601,175.415,347,15,551,57.3114
5,121,571,0.11294,9.32,0.01,571,0.61712,176.802,347,1,571,58.9627
5,122,570,0.10429,9.43,0.01,570,0.598132,175.872,339,4,570,60.3775
5,123,557,0.088,9.32,0.01,557,0.539095,175.891,339,4,557,60.6305
5,124,552,0.09145,9.32,0.01,552,0.594964,176.411,381,1,552,63.9624
5,125,512,0.12741,10.12,0.01,512,0.726309,177.066,369,14,512,63.0629
5,126,502,0.10329,9.32,0.01,502,0.658114,180.315,369,11,502,63.4307
5,127,524,0.08402,6.89,0.01,524,0.469082,180.608,373,11,524,63.4154
5,128,552,0.05167,5.16,0.01,552,0.306359,185.449,373,4,552,60.2717
5,129,519,0.07215,9.24,0.01,519,0.474038,182.013,373,11,519,60.2151
5,130,546,0.08223,6.73,0.01,546,0.478917,182.024,353,4,546,61.2944
5,131,563,0.09174,6.89,0.01,563,0.540694,182.373,353,12,563,61.1661
5,132,555,0.09803,6.89,0.01,555,0.519463,185.947,353,4,555,63.6126
5,133,561,0.06945,6.89,0.01,561,0.413256,189.957,353,4,561,64.3546
5,134,550,0.06043,6.89,0.01,550,0.399455,191.75,359,11,550,64.9011
5,135,559,0.07323,6.89,0.01,559,0.430156,195.083,382,19,559,64.4709
5,136,554,0.08083,9.32,0.01,554,0.542837,197.569,403,1,554,62.7177
5,137,512,0.07681,9.32,0.01,512,0.539461,197.429,422,11,512,64.6979
5,138,549,0.06865,6.89,0.01,549,0.434937,199.396,424,11,549,63.3749
5,139,595,0.07135,9.32,0.01,595,0.495648,198.626,414,13,595,64.4455
5,140,524,0.09047,9.32,0.01,524,0.585514,192.215,401,11,524,67.8218
5,141,526,0.07811,4.96,0.01,526,0.419903,192.244,433,11,526,67.7765
5,142,544,0.04801,2.44,0.01,544,0.228172,193.479,400,22,544,67.4283
5,143,555,0.08839,6.89,0.01,555,0.52316,191.406,400,1,555,66.9223
5,144,530,0.08795,10.2,0.01,530,0.572307,193.931,398,1,530,68.0232
5,145,569,0.05969,6.89,0.01,569,0.353321,196.104,375,11,569,70.5267
5,146,560,0.11355,10.2,0.01,560,0.643608,197.262,374,12,560,71.91
5,147,576,0.06201,3.88,0.01,576,0.297911,193.545,357,4,576,69.4536
5,148,530,0.06405,9.32,0.01,530,0.465903,190.179,366,11,530,67.4014
5,149,569,0.07158,6.89,0.01,569,0.471576,194.411,449,19,569,65.6933
5,150,505,0.07699,6.89,0.01,505,0.428478,192.621,384,11,505,68.3381
5,151,526,0.10593,10.2,0.01,526,0.679863,189.096,389,1,526,70.1026
5,152,539,0.08998,9.32,0.01,539,0.600113,193.535,393,1,539,68.9786
5,153,562,0.08213,10.12,0.01,562,0.519631,197.248,393,11,562,70.1698
5,154,582,0.05153,6.89,0.01,582,0.360285,203.103,398,12,582,70.9907
5,155,510,0.05738,9.32,0.01,510,0.43635,202.463,363,18,510,69.8193
5,156,542,0.09789,9.32,0.01,542,0.616783,202.457,363,11,542,71.0967
5,157,564,0.06116,6.89,0.01,564,0.440162,208.797,354,11,564,70.3217
5,158,567,0.07005,6.89,0.01,567,0.400623,206.046,364,14,567,71.4052
5,159,560,0.07912,10.2,0.01,560,0.590868,207.844,378,4,560,71.8942
5,160,557,0.09182,9.32,0.01,557,0.578716,206.854,404,17,557,72.4529
5,161,610,0.0822,9.32,0.01,610,0.511149,207.177,387,11,610,75.2643
5,162,549,0.07289,6.89,0.01,549,0.492143,209.518,391,11,549,74.8609
5,163,565,0.0847,9.32,0.01,565,0.583939,209.554,391,14,565,76.7131
5,164,541,0.09978,10.2,0.01,541,0.607093,211.983,414,1,541,76.812
5,165,546,0.06669,9.32,0.01,546,0.518905,212.522,414,14,546,77.6926
5,166,576,0.08185,6.89,0.01,576,0.49626,214.348,437,1,576,79.4469
5,167,558,0.07166,6.89,0.01,558,0.478557,214.464,437,11,558,80.3285
5,168,531,0.09684,6.89,0.01,531,0.580804,216.673,416,14,531,81.0472
5,169,537,0.04947,6.89,0.01,537,0.326579,222.471,409,11,537,84.4148
5,170,558,0.04812,7.16,0.01,558,0.344847,224.071,472,17,558,83.1442
5,171,539,0.07305,6.89,0.01,539,0.482468,225.293,472,14,539,83.2038
5,172,515,0.06185,6.89,0.01,515,0.454817,226.343,476,15,515,82.5133
5,173,567,0.1136,9.32,0.01,567,0.684613,225.296,430,24,567,83.2922
5,174,582,0.0623,6.89,0.01,582,0.365221,227.148,430,16,582,83.7378
5,175,576,0.10139,10.2,0.01,576,0.643036,230.821,410,1,576,82.617
5,176,567,0.10189,10.2,0.01,567,0.728058,232.719,404,1,567,83.7608
5,177,567,0.08635,9.32,0.01,567,0.541536,232.276,398,4,567,83.3047
5,178,535,0.06988,6.89,0.01,535,0.441653,229.331,424,1,535,86.3459
5,179,555,0.09139,9.32,0.01,555,0.617125,229.333,477,11,555,85.4796
5,180,564,0.06082,6.73,0.01,564,0.355805,231.238,477,11,564,85.8926
5,181,564,0.07317,6.41,0.01,564,0.379717,232.03,477,15,564,84.8287
5,182,567,0.07087,9.32,0.01,567,0.414461,232.186,526,1,567,87.4358
5,183,512,0.0716,6.89,0.01,512,0.496688,233.042,483,11,512,83.9924
5,184,550,0.0642,6.89,0.01,550,0.403319,231.1,623,11,550,81.8906
5,185,539,0.06921,10.2,0.01,539,0.46134,231.483,483,12,539,83.7472
5,186,561,0.10351,9.32,0.01,561,0.609845,229.827,483,1,561,81.9884
5,187,577,0.06544,6.89,0.01,577,0.415471,234.42,486,33,577,80.0826
5,188,551,0.0839,9.32,0.01,551,0.547374,230.215,486,15,551,80.9911
5,189,568,0.0741,9.32,0.01,568,0.459578,224.62,486,11,568,78.2109
5,190,521,0.0728,9.32,0.01,521,0.481393,225.15,486,11,521,78.817
5,191,561,0.08089,10.2,0.01,561,0.590172,227.712,484,12,561,78.3876
5,192,492,0.05895,4.96,0.01,492,0.339755,225.273,484,11,492,79.8172
5,193,564,0.08924,6.89,0.01,564,0.536951,224.381,514,11,564,79.5299
5,194,537,0.09545,9.32,0.01,537,0.687505,223.773,495,11,537,77.1457
5,195,545,0.06852,9.32,0.01,545,0.466506,226.931,495,18,545,77.7545
5,196,553,0.06482,7.01,0.01,553,0.405848,228.102,495,4,553,79.2348
5,197,567,0.07121,6.89,0.01,567,0.451581,231.668,495,19,567,75.5705
5,198,515,0.05447,9.32,0.01,515,0.425514,229.413,495,12,515,74.8282
5,199,552,0.08775,10.2,0.01,552,0.640879,225.461,510,11,552,72.6115
5,200,523,0.0681,6.73,0.01,523,0.407125,223.693,473,11,523,71.9791
6,0,1000,4.47057,11.96,0.83,1000,2.77594,6.67,12,4,1000,3.35903
6,1,571,2.89935,9.92,0.68,571,1.72213,6.807,23,1,571,3.64441
6,2,545,2.50078,10.73,0.68,545,1.72478,7.109,23,1,545,3.9374
6,3,520,2.22899,9.92,0.68,520,1.47482,7.473,26,1,520,4.19872
6,4,566,2.16214,10.73,0.29,566,1.64657,8.674,27,1,566,4.53031
6,5,514,1.88953,10.37,0.29,514,1.47171,10.633,34,1,514,4.87199
6,6,526,1.74352,10.73,0.29,526,1.64574,12.597,31,1,526,4.71048
6,7,535,1.53238,11.96,0.29,535,1.58037,13.672,34,1,535,4.36628
6,8,527,1.35935,9.56,0.25,527,1.36453,14.49,34,1,527,4.42401
6,9,547,1.29274,10.04,0.24,547,1.37151,15.393,32,1,547,4.82541
6,10,567,1.17413,10.28,0.24,567,1.38532,16.481,36,1,567,5.30939
6,11,578,1.12501,9.56,0.24,578,1.40823,18.401,43,1,578,5.99835
6,12,531,0.93553,9.56,0.2,531,1.28943,20.478,48,1,531,5.97072
6,13,553,0.87735,10.51,0.2,553,1.26405,21.597,48,4,553,6.093
6,14,508,0.76408,9.56,0.2,508,1.13364,22.659,45,1,508,6.40396
6,15,557,0.70857,9.56,0.2,557,1.08203,23.839,53,1,557,6.76913
6,16,516,0.73435,9.56,0.15,516,1.2244,25.061,52,1,516,7.51687
6,17,546,0.63762,9.56,0.15,546,0.963023,27.281,68,4,546,7.84997
6,18,528,0.61852,9.56,0.15,528,1.03263,29.178,68,1,528,8.64617
6,19,497,0.57846,9.53,0.15,497,1.00013,31.546,74,4,497,9.77486
6,20,580,0.63411,9.56,0.15,580,1.16136,35.307,77,1,580,10.5896
6,21,548,0.56623,9.56,0.15,548,1.15044,39.178,94,1,548,10.968
