runNum,gen,nevals,F.avg,F.max,F.min,F.nevals,F.std,S.avg,S.max,S.min,S.nevals,S.std
2,135,556,0.08271,8.21,0.02,556,0.414391,166.802,356,1,556,55.8251
2,136,511,0.0828,5.78,0.02,511,0.338747,167.157,354,21,511,54.3887
2,137,558,0.07844,3.26,0.02,558,0.303335,168.693,351,4,558,52.2548
2,138,541,0.06545,4.34,0.02,541,0.253801,171.474,353,17,541,54.0346
2,139,549,0.08609,5.78,0.02,549,0.347768,170.78,330,6,549,54.336
2,140,576,0.08484,4.34,0.02,576,0.356476,173.065,322,1,576,54.1943
2,141,542,0.07042,5.78,0.02,542,0.291021,176.235,318,14,542,52.7198
2,142,548,0.09608,5.78,0.02,548,0.399763,175.873,312,17,548,51.4231
2,143,551,0.05284,2.17,0.02,551,0.193419,178.761,376,17,551,51.8625
2,144,571,0.081,5.38,0.02,571,0.334921,178.013,306,22,571,50.2959
2,145,538,0.09526,8.21,0.02,538,0.449646,177.497,310,11,538,48.6067
2,146,555,0.08613,5.78,0.02,555,0.380874,176.677,310,4,555,50.7237
2,147,560,0.07117,5.78,0.02,560,0.328618,177.999,320,20,560,51.1825
2,148,545,0.06951,8.21,0.02,545,0.36324,177.87,371,17,545,53.3759
2,149,576,0.07703,4.34,0.02,576,0.32204,177.22,319,20,576,52.7348
2,150,544,0.08588,8.21,0.02,544,0.431162,177.234,323,12,544,52.7283
2,151,528,0.08069,5.78,0.02,528,0.347254,178.212,342,1,528,50.9266
2,152,542,0.06855,5.78,0.02,542,0.321259,176.102,348,28,542,50.2819
2,153,516,0.06638,5.78,0.02,516,0.28761,174.635,348,25,516,49.9304
2,154,549,0.07216,4.34,0.02,549,0.306641,172.071,348,11,549,50.5711
2,155,549,0.0771,3.26,0.02,549,0.258331,172.288,328,17,549,51.5216
2,156,578,0.06906,5.78,0.02,578,0.285559,172.92,350,19,578,52.6733
2,157,556,0.08433,5.78,0.02,556,0.356587,175.152,350,1,556,54.1025
2,158,514,0.07389,8.21,0.02,514,0.404312,175.78,381,27,514,53.2633
2,159,541,0.08902,8.21,0.02,541,0.433961,175.237,344,19,541,53.239
2,160,555,0.07546,5.78,0.02,555,0.354718,177.13,346,19,555,51.912
2,161,585,0.06594,4.34,0.02,585,0.259223,178.394,362,20,585,52.9588
2,162,566,0.07917,4.6,0.02,566,0.343661,179.083,335,4,566,54.6515
2,163,571,0.09565,9.32,0.02,571,0.470258,181.437,343,12,571,53.5337
2,164,560,0.08291,5.78,0.02,560,0.387912,180.248,344,30,560,53.809
2,165,549,0.07034,9.32,0.02,549,0.411322,183.622,371,12,549,55.973
2,166,541,0.06735,4.34,0.02,541,0.27161,185.147,371,36,541,54.1672
2,167,543,0.09241,8.21,0.02,543,0.450043,183.996,368,17,543,55.8063
2,168,530,0.07997,8.21,0.02,530,0.42603,186.287,364,4,530,59.0382
2,169,575,0.09353,8.21,0.02,575,0.454235,188.68,378,4,575,60.0645
2,170,537,0.07369,5.78,0.02,537,0.35393,187.965,378,11,537,58.2759
2,171,496,0.08103,6.72,0.02,496,0.425926,187.197,378,25,496,57.8779
2,172,549,0.07567,4.6,0.02,549,0.317075,185.192,420,4,549,59.3338
2,173,523,0.08032,6.05,0.02,523,0.344892,186.729,423,11,523,60.2143
2,174,517,0.06518,5.78,0.02,517,0.302922,188.439,424,20,517,60.9731
2,175,584,0.07944,5.78,0.02,584,0.355654,185.763,423,21,584,62.2262
2,176,564,0.08736,8.21,0.02,564,0.418019,187.707,376,22,564,61.707
2,177,565,0.06622,8.21,0.02,565,0.333573,188.671,427,4,565,60.8318
2,178,527,0.08048,8.21,0.02,527,0.407174,189.863,427,43,527,60.0503
2,179,539,0.06872,5.78,0.02,539,0.321954,192.627,372,12,539,62.3768
2,180,512,0.06278,5.78,0.02,512,0.309371,194.862,407,21,512,62.3509
2,181,529,0.05344,4.34,0.02,529,0.230655,200.327,395,45,529,63.8227
2,182,555,0.06269,9.32,0.02,555,0.352788,201.635,399,1,555,65.4386
2,183,571,0.06364,4.34,0.02,571,0.286457,198.664,409,17,571,65.6933
2,184,583,0.08377,5.78,0.02,583,0.407016,198.026,409,17,583,68.2982
2,185,567,0.07112,4.6,0.02,567,0.300788,198.533,411,1,567,72.8246
2,186,560,0.06057,4.34,0.02,560,0.261709,201.563,409,22,560,72.3871
2,187,572,0.06747,8.21,0.02,572,0.42208,205.195,403,17,572,73.7467
2,188,554,0.08249,9.32,0.02,554,0.443985,207.358,428,4,554,76.6903
2,189,586,0.05714,5.78,0.02,586,0.28944,206.11,400,1,586,75.1233
2,190,573,0.06639,3.26,0.02,573,0.273949,204.937,407,27,573,74.7421
2,191,534,0.06999,5.78,0.02,534,0.307874,209.195,407,14,534,75.8786
2,192,540,0.0911,5.78,0.02,540,0.468456,208.299,413,17,540,75.1368
2,193,508,0.05527,3.26,0.02,508,0.217353,208.05,413,17,508,72.3826
2,194,555,0.06125,3.57,0.02,555,0.265216,208.07,406,4,555,73.5997
2,195,555,0.0719,4.34,0.02,555,0.307045,207.706,442,4,555,74.8395
2,196,557,0.08484,6.04,0.02,557,0.413946,207.177,397,4,557,73.6504
2,197,507,0.05723,5.78,0.02,507,0.265704,204.007,398,22,507,72.9325
2,198,547,0.08711,9.32,0.02,547,0.458062,202.687,417,1,547,74.8782
2,199,549,0.11342,8.21,0.02,549,0.552895,205.077,417,22,549,76.5948
2,200,551,0.09476,8.21,0.02,551,0.516046,205.071,445,25,551,76.7844
3,0,1000,4.42966,12.09,0.37,1000,3.53503,6.753,12,4,1000,3.36957
3,1,491,2.55221,11.58,0.37,491,2.43778,7.027,23,1,491,3.68704
3,2,568,1.99828,11.13,0.37,568,2.16802,7.382,24,1,568,4.06842
3,3,535,1.9194,11.4,0.37,535,2.24405,7.846,25,1,535,4.4659
3,4,544,1.65315,11.58,0.37,544,1.77451,8.663,28,1,544,4.65762
3,5,550,1.74851,11.25,0.37,550,2.129,9.3,32,1,550,5.01717
3,6,580,1.60808,12.09,0.37,580,2.00172,10.128,32,1,580,4.69315
3,7,539,1.39135,11.58,0.37,539,1.73284,10.839,37,1,539,4.7675
3,8,566,1.33437,11.58,0.37,566,1.67205,11.457,37,1,566,5.261
3,9,535,1.13612,11.13,0.37,535,1.39118,11.946,43,1,535,5.97554
3,10,515,0.95921,12.09,0.37,515,1.27632,12.927,45,1,515,7.22341
3,11,549,0.86947,12.09,0.22,549,1.19388,14.997,47,1,549,8.96465
3,12,584,0.8288,11.13,0.22,584,1.14479,16.274,62,1,584,9.83214
3,13,518,0.77921,11.13,0.22,518,1.039,17.518,70,1,518,10.8427
3,14,563,0.82659,11.13,0.2,563,1.0816,17.491,72,1,563,10.6639
3,15,614,0.77743,10.53,0.2,614,0.948219,19.319,72,1,614,11.2829
3,16,552,0.69449,10.53,0.2,552,0.910675,20.989,74,1,552,11.7469
3,17,539,0.71019,11.13,0.2,539,1.08396,21.845,74,1,539,11.79
3,18,595,0.72625,11.13,0.2,595,1.01272,22.562,80,4,595,11.959
3,19,589,0.72483,11.13,0.2,589,1.27752,23.308,78,1,589,11.5251
3,20,557,0.64863,10.53,0.05,557,1.11298,22.813,74,1,557,10.2895
3,21,575,0.60791,11.37,0.05,575,1.11055,22.674,77,1,575,9.63606
3,22,549,0.52139,11.13,0.05,549,0.826952,22.449,77,1,549,9.17493
3,23,554,0.51896,10.53,0.2,554,0.899453,23.056,76,1,554,9.35504
3,24,556,0.58869,11.13,0.05,556,1.02553,23.501,81,1,556,10.1373
3,25,539,0.58326,11.13,0.05,539,1.08317,23.801,81,1,539,10.4258
3,26,541,0.51391,11.13,0.05,541,0.874322,23.377,78,1,541,9.22078
3,27,576,0.51533,11.13,0.05,576,0.953854,23.434,69,1,576,8.49986
3,28,528,0.54011,11.13,0.05,528,1.17555,24.049,51,1,528,8.01003
3,29,535,0.4858,11.13,0.05,535,1.07021,24.553,53,1,535,8.18005
3,30,548,0.4437,11.13,0.05,548,0.903388,24.776,65,1,548,8.214
3,31,536,0.40849,10.49,0.05,536,0.834915,25.112,62,1,536,7.72654
3,32,534,0.45282,11.13,0.05,534,1.03669,24.216,58,1,534,8.06817
3,33,550,0.41555,10.53,0.05,550,1.03437,24.012,60,1,550,7.79961
3,34,569,0.40589,10.38,0.05,569,0.917257,24.14,70,1,569,8.09125
3,35,547,0.36816,11.77,0.05,547,0.897635,24.548,70,1,547,8.30865
3,36,561,0.43608,11.13,0.05,561,1.14183,24.894,63,1,561,8.34079
3,37,545,0.36505,10.38,0.05,545,0.827709,25.64,78,1,545,8.61652
3,38,553,0.41001,11.13,0.05,553,1.15225,26.515,62,1,553,9.6003
3,39,574,0.4338,11.13,0.05,574,1.07876,28.029,97,4,574,10.3317
3,40,557,0.44602,10.56,0.05,557,1.19629,29.677,97,1,557,11.24
3,41,509,0.30531,8.52,0.05,509,0.777968,31.637,97,1,509,12.0076
3,42,530,0.34134,11.13,0.05,530,0.90922,32.7,86,1,530,12.1627
3,43,526,0.2737,11.13,0.05,526,0.835393,33.861,83,1,526,12.1912
3,44,564,0.30467,11.13,0.05,564,0.799314,35.252,100,1,564,12.6843
3,45,536,0.35156,11.13,0.05,536,1.06834,35.968,101,4,536,12.6829
3,46,545,0.3497,11.13,0.05,545,1.02903,37.33,95,1,545,12.605
3,47,536,0.29991,11.13,0.05,536,0.969521,39.297,101,4,536,13.0646
3,48,548,0.27797,10.38,0.05,548,0.796325,41.132,91,4,548,13.4638
3,49,540,0.30688,11.13,0.03,540,1.05501,42.645,102,1,540,13.6913
3,50,529,0.25204,11.13,0.03,529,0.868131,44.548,130,1,529,14.8193
3,51,566,0.23198,8.37,0.05,566,0.639755,45.024,138,1,566,15.2793
3,52,522,0.25322,11.13,0.05,522,0.937757,46.625,143,1,522,15.623
3,53,584,0.28618,11.04,0.05,584,0.951664,46.951,132,4,584,15.2108
3,54,526,0.23541,10.38,0.05,526,0.702454,48.107,129,1,526,15.6809
3,55,540,0.20718,10.38,0.05,540,0.665706,48.536,112,1,540,16.2123
3,56,566,0.24136,10.38,0.05,566,0.806259,50.501,119,1,566,16.6469
3,57,548,0.24647,11.13,0.05,548,0.805276,50.822,128,1,548,17.3638
3,58,561,0.28166,11.13,0.05,561,0.939984,51.43,126,4,561,18.1746
3,59,553,0.26333,11.13,0.05,553,0.891303,53.393,147,1,553,19.199
3,60,545,0.22646,8.37,0.05,545,0.726772,54.875,120,11,545,19.131
3,61,575,0.24619,10.38,0.05,575,0.826292,56.146,151,4,575,18.5707
3,62,541,0.20485,8.37,0.05,541,0.690717,57.857,152,11,541,19.883
3,63,561,0.23806,10.38,0.05,561,0.870996,59.254,138,11,561,20.3312
3,64,526,0.20128,10.38,0.05,526,0.714239,60.307,138,11,526,19.9793
3,65,539,0.21827,11.13,0.05,539,0.751354,61.52,189,1,539,21.6319
3,66,558,0.23066,8.37,0.05,558,0.737877,63.211,161,4,558,22.0166
3,67,546,0.23717,11.13,0.03,546,0.840873,63.613,170,4,546,23.4876
3,68,553,0.22838,11.13,0.03,553,0.818444,64.159,175,4,553,23.1456
3,69,591,0.21831,8.37,0.03,591,0.701862,64.952,175,4,591,24.7152
3,70,556,0.16685,10.38,0.03,556,0.640149,67.673,189,11,556,24.7904
3,71,531,0.18577,5.8,0.03,531,0.558687,67.967,189,11,531,25.5973
3,72,527,0.20139,8.67,0.03,527,0.725269,68.787,189,4,527,26.7335
3,73,526,0.22223,10.38,0.03,526,0.724757,68.893,192,11,526,27.0813
3,74,547,0.25329,11.13,0.03,547,0.888524,69.851,194,1,547,26.8961
3,75,522,0.24687,10.38,0.03,522,0.953219,67.37,200,11,522,23.3566
3,76,557,0.27076,11.13,0.03,557,0.884066,66.105,200,1,557,21.4177
3,77,528,0.24371,8.67,0.03,528,0.774839,68.401,162,11,528,20.8344
3,78,542,0.23924,10.38,0.03,542,0.892475,70.415,170,4,542,22.6419
3,79,554,0.24957,10.38,0.03,554,0.948644,72.493,200,4,554,23.6227
3,80,580,0.29535,11.13,0.03,580,1.08236,74.002,202,1,580,25.2408
3,81,547,0.23974,11.13,0.03,547,0.900514,76.807,202,1,547,26.6327
3,82,591,0.29101,10.38,0.03,591,1.07459,77.715,175,11,591,26.62
3,83,505,0.31174,10.38,0.03,505,1.0921,80.205,247,1,505,29.1559
3,84,564,0.25562,11.13,0.03,564,0.956877,82.973,217,1,564,30.4302
3,85,569,0.21983,10.38,0.03,569,0.828478,84.909,218,1,569,30.7786
3,86,522,0.22453,8.67,0.03,522,0.85369,88.115,219,1,522,31.535
3,87,537,0.16499,11.13,0.03,537,0.673574,88.988,224,4,537,33.2232
3,88,543,0.23193,11.13,0.03,543,0.985422,91.525,224,1,543,33.4769
3,89,551,0.28336,10.38,0.03,551,1.04004,92.774,218,4,551,35.0344
3,90,538,0.19765,11.13,0.03,538,0.803738,96.492,218,1,538,37.5435
3,91,548,0.21571,11.13,0.03,548,1.00196,97.126,236,4,548,37.7065
3,92,532,0.22281,10.38,0.03,532,0.834008,98.254,238,11,532,37.2821
3,93,594,0.19302,10.86,0.03,594,0.743292,99.225,260,1,594,39.8002
3,94,545,0.24733,10.38,0.03,545,1.01977,100.527,263,12,545,39.7477
3,95,531,0.21046,11.13,0.03,531,0.862372,103.579,274,1,531,40.9524
3,96,518,0.17138,10.38,0.03,518,0.77614,105.916,295,1,518,42.6081
3,97,569,0.19967,10.38,0.03,569,0.791,107.477,273,4,569,42.5711
3,98,565,0.17726,8.67,0.03,565,0.725401,109.346,340,4,565,43.2362
3,99,581,0.21446,10.38,0.03,581,0.839297,115.642,367,11,581,46.3829
3,100,538,0.13905,10.38,0.03,538,0.676104,119.262,349,4,538,48.8849
3,101,574,0.19028,10.53,0.03,574,0.896526,123.335,378,11,574,48.1993
3,102,556,0.15238,8.54,0.03,556,0.625172,125.392,339,11,556,49.5009
3,103,587,0.18998,11.13,0.03,587,0.775306,124.348,339,4,587,50.9015
3,104,556,0.18254,10.38,0.03,556,0.805844,125.132,339,11,556,50.0047
3,105,561,0.17344,11.25,0.03,561,0.689499,126.139,339,11,561,50.0204
3,106,533,0.17297,8.67,0.03,533,0.675361,126.829,342,1,533,49.6592
3,107,554,0.16087,11.13,0.03,554,0.762916,130.696,342,4,554,51.8014
3,108,521,0.12377,5.65,0.03,521,0.53092,134.29,337,14,521,51.0934
3,109,543,0.12594,5.65,0.03,543,0.499621,135.479,337,4,543,51.4254
3,110,589,0.17979,8.54,0.03,589,0.730542,136.453,337,1,589,51.2856
3,111,510,0.1658,10.38,0.03,510,0.811033,136.519,301,11,510,50.7401
3,112,550,0.25975,10.53,0.03,550,1.046,136.934,311,1,550,50.0598
3,113,543,0.1538,10.38,0.03,543,0.696546,138.824,336,11,543,51.2863
3,114,541,0.1369,8.43,0.03,541,0.605145,138.886,336,11,541,52.5162
3,115,503,0.17391,10.38,0.03,503,0.755709,141.577,340,21,503,53.2335
3,116,534,0.13999,10.38,0.03,534,0.608395,143.213,340,11,534,54.3488
3,117,558,0.13495,10.38,0.03,558,0.67325,147.576,388,17,558,55.9442
3,118,557,0.16371,10.38,0.03,557,0.737635,150.314,416,4,557,55.0803
3,119,612,0.16125,10.38,0.03,612,0.73655,151.734,416,11,612,57.738
3,120,549,0.15609,10.38,0.03,549,0.80716,155.681,416,11,549,56.2452
3,121,519,0.10922,5.65,0.03,519,0.403543,157.476,429,4,519,57.6217
3,122,534,0.14485,8.67,0.02,534,0.61177,157.19,429,1,534,59.0993
3,123,558,0.13148,5.83,0.02,558,0.532905,159.254,431,12,558,60.708
3,124,555,0.15796,10.38,0.02,555,0.884708,165.39,429,11,555,59.9019
3,125,550,0.14437,11.13,0.02,550,0.702952,165.28,429,4,550,60.3368
3,126,505,0.13461,11.13,0.02,505,0.727456,168.009,487,1,505,61.4015
3,127,533,0.0972,5.65,0.02,533,0.43653,170.945,492,11,533,59.4
3,128,562,0.1203,8.67,0.02,562,0.563526,179.258,492,1,562,55.2464
3,129,526,0.09584,10.38,0.02,526,0.584075,190.367,432,11,526,43.5798
3,130,538,0.10459,10.37,0.02,538,0.600719,200.775,429,22,538,33.9648
3,131,542,0.10999,10.37,0.02,542,0.592974,202.541,429,22,542,30.9661
3,132,520,0.10356,8.34,0.02,520,0.565019,202.71,390,25,520,31.8366
3,133,514,0.12136,10.37,0.02,514,0.689368,204.521,388,1,514,31.3068
3,134,540,0.15349,11.13,0.01,540,0.834055,204.164,484,1,540,37.1552
3,135,522,0.10884,5.64,0.01,522,0.561408,205.555,482,22,522,35.4131
3,136,559,0.1411,10.37,0.01,559,0.791158,207.553,482,1,559,40.5275
3,137,564,0.10496,10.37,0.01,564,0.565668,206.539,391,12,564,40.5577
3,138,534,0.12924,10.37,0.01,534,0.713146,206.917,391,22,534,40.9522
3,139,540,0.14145,10.37,0.01,540,0.773613,207.794,492,4,540,47.453
3,140,522,0.091,8.33,0.01,522,0.502372,208.288,493,22,522,44.4163
3,141,576,0.10869,10.36,0.01,576,0.604878,207.464,493,22,576,43.9553
3,142,561,0.10151,5.64,0.01,561,0.532942,208.513,493,22,561,35.3692
3,143,561,0.14239,10.36,0.01,561,0.856077,207.981,406,24,561,34.6824
3,144,574,0.09667,8.35,0.01,574,0.53267,209.751,394,29,574,32.9495
3,145,543,0.10974,10.36,0.01,543,0.606516,211.645,401,24,543,38.8165
3,146,550,0.12848,10.36,0.01,550,0.700182,215.085,406,24,550,45.1168
3,147,535,0.11678,10.36,0.01,535,0.785561,213.484,406,1,535,47.4265
3,148,543,0.05597,4.24,0.01,543,0.280086,213.384,406,1,543,45.3437
3,149,556,0.09056,5.68,0.01,556,0.510862,216.24,436,24,556,47.9207
3,150,574,0.12753,10.36,0.01,574,0.748548,215.707,436,4,574,51.2951
3,151,562,0.09337,10.36,0.01,562,0.634643,216.093,447,17,562,50.4572
3,152,561,0.08102,8.02,0.01,561,0.478299,218.068,447,24,561,53.2161
3,153,542,0.1267,10.42,0.01,542,0.75479,219.82,469,24,542,55.5092
3,154,572,0.10521,8.65,0.01,572,0.634779,221.347,445,24,572,51.989
3,155,529,0.08842,8.33,0.01,529,0.528977,220.781,445,4,529,54.6799
3,156,587,0.14227,10.36,0.01,587,0.715523,219.964,523,29,587,58.6563
3,157,561,0.13137,11.13,0.01,561,0.74248,224.199,523,1,561,60.9111
3,158,533,0.08346,8.65,0.01,533,0.489531,226.177,523,25,533,59.4437
3,159,585,0.13197,11.13,0.01,585,0.778815,225.985,523,4,585,61.1273
3,160,572,0.09194,10.36,0,572,0.584324,228.196,515,12,572,65.1268
3,161,561,0.10368,11.13,0,561,0.69168,228.573,521,4,561,66.0661
3,162,584,0.14441,10.36,0,584,0.736445,230.129,542,4,584,69.2874
3,163,524,0.10982,10.36,0.01,524,0.682445,236.554,597,24,524,73.2265
3,164,565,0.12845,10.36,0.01,565,0.77439,239.033,528,24,565,76.1606
3,165,548,0.10376,5.63,0.01,548,0.516948,239.396,593,24,548,76.3407
3,166,557,0.10806,10.36,0.01,557,0.628456,242.011,593,1,557,79.1112
3,167,515,0.09968,10.36,0.01,515,0.601131,243.89,593,24,515,76.2685
3,168,542,0.12935,10.36,0.01,542,0.783828,242.778,593,28,542,75.2856
3,169,512,0.08201,10.36,0.01,512,0.535137,246.75,507,12,512,72.7964
3,170,555,0.11463,10.36,0.01,555,0.696199,245.164,507,1,555,75.2321
3,171,555,0.10641,10.36,0.01,555,0.665224,247.528,507,4,555,77.0573
3,172,556,0.10592,8.65,0.01,556,0.687299,249.275,454,1,556,74.6929
3,173,577,0.12565,8.65,0,577,0.636034,248.409,454,24,577,73.8577
3,174,541,0.1225,10.36,0,541,0.747244,250.585,467,30,541,74.6612
3,175,596,0.09516,10.36,0,596,0.654265,252.571,482,32,596,76.9855
3,176,546,0.14305,10.36,0,546,0.858163,251.402,640,24,546,77.6312
3,177,528,0.16008,10.45,0,528,0.875221,254.737,482,1,528,80.1006
3,178,559,0.08129,10.36,0,559,0.565243,258.036,482,27,559,79.948
3,179,557,0.1174,10.36,0,557,0.758901,268.653,482,1,557,84.9843
3,180,592,0.11656,10.36,0,592,0.72136,280.57,760,24,592,92.5836
3,181,545,0.09085,10.35,0,545,0.610788,308.536,760,32,545,91.8641
3,182,531,0.05889,8.64,0,531,0.44092,319.318,760,1,531,92.0173
3,183,494,0.04551,5.62,0,494,0.354489,320.907,763,32,494,94.3321
3,184,551,0.0804,11.13,0,551,0.551272,313.878,768,12,551,95.5581
3,185,564,0.0616,10.35,0,564,0.469164,318.57,768,35,564,97.3491
3,186,574,0.07145,10.35,0,574,0.508884,317.822,768,4,574,99.0498
3,187,534,0.0826,10.35,0,534,0.646699,320.579,770,32,534,100.982
3,188,561,0.09275,10.35,0,561,0.630697,322.511,774,32,561,109.792
3,189,553,0.08584,10.35,0,553,0.637904,328.3,776,11,553,112.12
3,190,532,0.07531,10.35,0,532,0.558522,330.685,812,32,532,121.779
3,191,560,0.10064,10.35,0,560,0.668707,331.316,788,32,560,123.646
3,192,552,0.09054,8.64,0,552,0.579008,331.416,788,32,552,124.692
3,193,583,0.0761,10.35,0,583,0.562374,340.296,810,35,583,130.476
3,194,548,0.05785,5.62,0,548,0.387304,342.304,814,12,548,129.027
3,195,556,0.08309,8.64,0,556,0.578188,345.488,778,40,556,127.457
3,196,536,0.05629,8.64,0,536,0.445336,350.921,781,32,536,130.378
3,197,540,0.10064,10.35,0,540,0.777837,351.832,816,4,540,134.067
3,198,546,0.07075,11.13,0,546,0.537322,353.038,816,12,546,131.928
3,199,531,0.08527,10.35,0,531,0.672531,354.092,839,32,531,132.627
3,200,578,0.10882,10.35,0,578,0.788039,357.085,839,12,578,135.835
4,0,1000,4.29333,12.22,0.54,1000,3.53911,6.934,12,4,1000,3.44349
4,1,585,2.45535,11.33,0.54,585,2.33901,6.992,23,1,585,3.6851
4,2,562,1.87014,11.23,0.54,562,1.94008,6.939,23,1,562,3.66487
4,3,550,1.84912,11.42,0.52,550,2.1028,7.397,24,1,550,3.94885
4,4,557,1.6961,11.75,0.52,557,2.04745,8.75,31,1,557,4.49394
4,5,569,1.68009,12.22,0.49,569,2.15582,10.608,37,1,569,4.74155
4,6,565,1.54176,12.14,0.3,565,2.15971,12.403,37,1,565,4.36699
4,7,524,1.24575,12.14,0.3,524,1.70517,13.696,37,1,524,4.48794
4,8,560,1.26491,12.22,0.26,560,1.79108,14.899,37,1,560,4.47759
4,9,555,1.19616,11.18,0.24,555,1.54471,15.735,44,1,555,4.98104
4,10,554,1.25484,10.76,0.18,554,1.61533,16.978,44,4,554,5.43116
4,11,557,1.18062,11.18,0.24,557,1.72298,18.015,47,1,557,5.88224
4,12,533,1.15294,11.24,0.24,533,1.66461,18.64,53,1,533,6.27028
4,13,575,1.07763,11.24,0.08,575,1.63077,18.828,52,1,575,5.92389
4,14,566,0.93691,11.24,0.08,566,1.37975,19.004,43,1,566,6.08342
4,15,529,0.87786,11.18,0.07,529,1.491,19.236,43,4,529,6.37733
4,16,526,0.76827,12.14,0.07,526,1.3617,18.912,46,1,526,6.50171
4,17,541,0.73302,11.42,0.07,541,1.37343,18.626,47,1,541,6.5518
4,18,540,0.61815,11.24,0.07,540,1.12228,18.253,46,4,540,6.01839
4,19,551,0.64683,11.18,0.07,551,1.25646,18.227,46,1,551,5.61832
4,20,514,0.58497,11.24,0.07,514,1.19202,18.894,49,4,514,5.71233
4,21,510,0.56199,11.24,0.07,510,1.17674,19.524,49,1,510,6.04346
4,22,546,0.73127,11.75,0.02,546,1.75937,19.719,48,1,546,5.64978
4,23,557,0.63237,11.24,0.02,557,1.61665,20.478,45,1,557,5.79064
4,24,558,0.47698,11.24,0.02,558,1.21736,22.045,46,4,558,5.99508
4,25,524,0.38593,11.18,0.02,524,1.04505,23.345,61,1,524,6.63702
4,26,575,0.41219,11.18,0.01,575,1.07188,24.363,60,4,575,7.22033
4,27,574,0.45525,11.18,0.01,574,1.32176,25.073,60,1,574,6.93986
4,28,585,0.48544,11.18,0.01,585,1.47779,25.684,60,1,585,6.65388
4,29,560,0.49585,11.72,0.01,560,1.63777,26.624,58,1,560,6.51511
4,30,558,0.58579,11.24,0.01,558,1.85277,27.667,61,1,558,6.52366
4,31,570,0.46231,11.18,0.01,570,1.61516,28.386,54,4,570,6.45066
4,32,557,0.43085,11.49,0.01,557,1.52729,29.162,55,1,557,7.18149
4,33,540,0.45159,11.18,0.01,540,1.67241,30.324,69,4,540,7.59296
4,34,585,0.44087,11.18,0.01,585,1.50846,31.298,61,1,585,7.9107
4,35,564,0.47064,11.18,0,564,1.61421,32.043,65,6,564,8.30826
4,36,560,0.52033,11.18,0,560,1.82605,32.992,71,1,560,9.12129
4,37,569,0.44799,11.24,0,569,1.57431,34.471,80,4,569,9.87639
4,38,492,0.41789,11.39,0,492,1.54143,35.972,80,1,492,11.0768
4,39,551,0.49669,11.42,0,551,1.81357,36.868,106,1,551,12.0297
4,40,562,0.45135,11.24,0,562,1.6598,38.607,106,1,562,12.9954
4,41,556,0.35851,11.18,0,556,1.31993,40.391,106,4,556,14.566
4,42,548,0.44483,11.18,0,548,1.61901,41.763,116,9,548,15.2006
4,43,576,0.42801,11.18,0,576,1.58189,43.176,116,4,576,15.0853
4,44,549,0.40859,11.18,0,549,1.57362,44.335,115,4,549,15.5309
4,45,566,0.35179,11.18,0,566,1.29332,45.616,107,1,566,16.5447
4,46,575,0.35924,11.24,0,575,1.34801,46.13,107,4,575,17.0427
4,47,522,0.28081,11.24,0,522,1.21718,46.333,113,1,522,18.667
4,48,559,0.35981,11.18,0,559,1.40732,47.88,135,1,559,20.654
4,49,555,0.28597,11.24,0,555,1.22497,51.427,141,1,555,23.6145
4,50,549,0.395,11.18,0,549,1.56433,55.51,156,1,549,26.2061
4,51,536,0.27841,11.18,0,536,1.21574,59.493,176,4,536,26.3816
4,52,548,0.26015,11.18,0,548,1.19773,62.647,176,11,548,27.2646
4,53,578,0.30347,11.18,0,578,1.26246,64.472,176,1,578,26.9707
4,54,568,0.25012,11.24,0,568,1.19552,68.248,190,1,568,26.82
4,55,565,0.24899,11.18,0,565,1.08295,70.816,197,1,565,26.5973
4,56,530,0.26162,11.24,0,530,1.35072,74.934,201,1,530,28.1102
4,57,540,0.22848,11.18,0,540,1.10546,77.406,201,1,540,30.0303
4,58,549,0.22963,11.24,0,549,1.16711,81.262,227,11,549,33.4912
4,59,572,0.16277,11.18,0,572,0.87556,82.976,227,11,572,33.7441
4,60,541,0.17865,11.18,0,541,0.97971,86.792,233,12,541,34.8684
4,61,595,0.16957,11.18,0,595,0.889918,88.457,241,1,595,36.6714
4,62,553,0.18477,11.18,0,553,1.02363,89.203,241,4,553,35.9936
4,63,562,0.19803,11.24,0,562,1.11871,91.6,240,4,562,37.9507
4,64,546,0.23364,11.2,0,546,1.25057,94.777,241,11,546,39.5652
4,65,568,0.17757,11.18,0,568,0.933326,96.694,241,1,568,41.2639
4,66,547,0.23346,11.24,0,547,1.26373,101.151,271,18,547,41.9495
4,67,562,0.20932,11.18,0,562,1.22497,103.814,243,1,562,42.5391
4,68,574,0.15067,11.18,0,574,0.905298,105.804,244,12,574,42.7575
4,69,579,0.21837,11.24,0,579,1.1323,107.295,357,11,579,43.9542
4,70,538,0.14066,11.18,0,538,0.783927,111.818,363,1,538,46.3347
4,71,595,0.22815,11.26,0,595,1.15236,114.555,363,1,595,47.7325
4,72,540,0.10625,10.67,0,540,0.683513,116.646,298,4,540,45.3891
4,73,528,0.10844,11.18,0,528,0.720123,121.632,298,11,528,46.9552
4,74,574,0.128,11.18,0,574,0.767804,121.419,300,1,574,46.6366
4,75,575,0.14145,11.18,0,575,0.913112,121.76,302,1,575,47.2258
4,76,553,0.17892,11.18,0,553,1.0471,122.854,298,4,553,48.6023
