gen     nevals  avg     gen     max     min     nevals  std     avg     gen     max     min     nevals  std    
65      558     0.15127 65      10.44   0.04    558     0.60593         101.374 65      225     4       558   34.5593
66      564     0.19824 66      9.83    0.04    564     0.711347        102.739 66      277     1       564   35.8952
67      554     0.19958 67      9.83    0.04    554     0.800779        104.926 67      275     1       554   36.4656
68      557     0.2177  68      9.83    0.04    557     0.925408        107.667 68      275     1       557   38.1857
69      541     0.21788 69      10.44   0.04    541     0.930791        108.338 69      275     4       541   37.8368
70      553     0.18582 70      7.4     0.04    553     0.687569        109.895 70      275     11      553   39.0244
71      608     0.1997  71      10.19   0.04    608     0.844349        110.085 71      272     4       608   38.8695
72      558     0.17391 72      8.19    0.04    558     0.675853        112.374 72      272     1       558   39.1966
73      506     0.14821 73      9.83    0.04    506     0.653657        115.472 73      280     1       506   40.2925
74      563     0.16205 74      9.83    0.04    563     0.699831        116.773 74      286     17      563   41.9301
75      529     0.19585 75      9.83    0.04    529     0.734826        118.384 75      288     4       529   42.7851
76      545     0.19426 76      10.44   0.04    545     0.804741        119.322 76      286     1       545   42.3228
77      560     0.19894 77      9.16    0.04    560     0.807777        119.873 77      284     1       560   44.5889
78      541     0.1684  78      10.44   0.04    541     0.761064        121.031 78      309     1       541   44.1865
79      575     0.2002  79      9.83    0.04    575     0.852128        125.663 79      309     1       575   45.4434
80      537     0.13212 80      9.83    0.04    537     0.498006        128.77  80      309     12      537   45.8553
81      572     0.13074 81      7.4     0.04    572     0.528262        130.985 81      310     19      572   46.2105
82      587     0.1628  82      10.44   0.04    587     0.670972        131.673 82      310     12      587   46.8719
83      539     0.14345 83      9.83    0.04    539     0.61511         134.928 83      309     12      539   48.201
84      515     0.149   84      9.83    0.04    515     0.651887        135.038 84      305     19      515   45.4859
85      553     0.20531 85      9.83    0.04    553     0.900715        136.043 85      305     19      553   46.6105
86      552     0.17851 86      9.83    0.04    552     0.737068        136.986 86      303     19      552   45.7936
87      513     0.12655 87      9.83    0.04    513     0.531896        137.029 87      305     1       513   45.8186
88      546     0.14597 88      7.4     0.04    546     0.581512        136.897 88      328     19      546   46.9831
89      553     0.15877 89      7.76    0.04    553     0.606438        138.15  89      315     1       553   45.3368
90      579     0.19209 90      10.44   0.04    579     0.857405        136.122 90      363     1       579   45.285
91      578     0.15993 91      9.83    0.04    578     0.720269        137.029 91      363     12      578   45.6705
92      531     0.11846 92      7.4     0.04    531     0.482645        135.919 92      363     1       531   47.0129
93      531     0.12111 93      9.83    0.04    531     0.473813        138.937 93      363     4       531   49.2803
94      560     0.18364 94      9.83    0.04    560     0.851868        141.466 94      363     12      560   50.5544
95      540     0.2122  95      9.83    0.04    540     0.937024        139.373 95      363     19      540   51.6944
96      523     0.13966 96      10.44   0.04    523     0.509446        139.837 96      363     1       523   51.2654
97      534     0.13168 97      7.4     0.04    534     0.46521         140.375 97      363     4       534   53.5472
98      533     0.14688 98      7.4     0.04    533     0.591862        144.385 98      363     25      533   53.044
99      582     0.15573 99      9.83    0.04    582     0.644334        144.298 99      365     19      582   52.0912
100     534     0.14689 100     9.83    0.04    534     0.663345        148.671 100     362     19      534   52.2016
101     532     0.09269 101     4.18    0.04    532     0.267195        151.862 101     364     12      532   51.6201
102     552     0.18085 102     9.83    0.04    552     0.826208        150.552 102     364     19      552   53.7234
103     524     0.19371 103     9.83    0.04    524     0.845957        149.406 103     364     25      524   52.1631
104     553     0.15933 104     7.67    0.04    553     0.691118        150.034 104     364     4       553   53.4019
105     529     0.1301  105     7.4     0.04    529     0.468414        150.251 105     370     21      529   51.7179
106     521     0.15954 106     9.83    0.04    521     0.666727        152.458 106     347     12      521   54.5223
107     541     0.12901 107     7.4     0.04    541     0.529976        153.561 107     363     12      541   54.8902
108     560     0.12938 108     9.83    0.04    560     0.552168        156.775 108     363     11      560   55.7723
109     548     0.12048 109     10.44   0.04    548     0.536675        158.433 109     338     1       548   54.6979
110     576     0.14276 110     9.83    0.04    576     0.697255        160.244 110     389     20      576   55.5035
111     534     0.13547 111     9.83    0.04    534     0.583755        163.334 111     347     1       534   55.2393
112     578     0.11925 112     9.83    0.04    578     0.486477        164.419 112     347     29      578   56.1089
113     576     0.13796 113     7.4     0.04    576     0.580751        163.019 113     385     19      576   58.5646
114     530     0.14488 114     9.83    0.04    530     0.684912        162.256 114     343     21      530   58.0089
115     469     0.13026 115     7.4     0.04    469     0.581589        165.045 115     348     4       469   59.2131
116     535     0.15326 116     10.44   0.04    535     0.765605        164.235 116     339     1       535   58.8951
117     572     0.15936 117     7.4     0.04    572     0.661325        163.942 117     376     4       572   56.6
118     573     0.15486 118     10.2    0.04    573     0.68444         166.891 118     344     9       573   57.4135
119     564     0.10958 119     7.67    0.04    564     0.435148        167.634 119     369     19      564   58.5755
120     566     0.12564 120     7.4     0.04    566     0.510327        170.297 120     405     1       566   58.9279
121     577     0.14544 121     9.83    0.04    577     0.714503        169.024 121     375     21      577   60.1168
122     581     0.12403 122     9.83    0.04    581     0.593982        170.114 122     375     4       581   61.123
123     567     0.19477 123     9.83    0       567     0.880013        175.272 123     411     24      567   65.5293
124     555     0.13489 124     9.88    0       555     0.624421        178.426 124     391     19      555   64.7558
125     578     0.12012 125     7.4     0       578     0.539043        183.074 125     391     4       578   64.4776
126     540     0.11667 126     7.4     0       540     0.532352        180.55  126     391     1       540   65.0123
127     550     0.1288  127     7.4     0       550     0.533893        176.07  127     406     22      550   66.6925
128     527     0.12579 128     10.44   0       527     0.663143        168.031 128     393     1       527   68.0976
129     548     0.08764 129     7.4     0       548     0.385751        151.183 129     371     9       548   62.0949
130     548     0.10096 130     7.4     0       548     0.459308        129.042 130     361     26      548   43.473
131     530     0.10029 131     7.36    0       530     0.491817        117.157 131     305     1       530   26.2889
132     541     0.09127 132     7.36    0       541     0.459551        116.495 132     226     23      541   22.5471
133     571     0.09368 133     7.36    0       571     0.504109        117.188 133     216     12      571   23.2103
134     544     0.08636 134     7.36    0       544     0.459003        115.761 134     218     23      544   25.4166
135     550     0.13843 135     7.4     0       550     0.674974        114.099 135     213     4       550   28.1922
136     551     0.07992 136     7.36    0       551     0.421194        116.231 136     226     12      551   27.3635
137     527     0.08312 137     7.36    0       527     0.421219        116.826 137     211     23      527   25.5436
138     552     0.08586 138     7.36    0       552     0.38709         117.519 138     210     23      552   26.7326
139     563     0.08292 139     7.36    0       563     0.478912        117.654 139     206     23      563   27.9524
140     533     0.10468 140     7.36    0       533     0.51626         118.492 140     218     23      533   29.4004
141     565     0.10936 141     7.36    0       565     0.577229        118.754 141     218     23      565   30.6544
142     571     0.09166 142     4.14    0       571     0.396192        119.407 142     226     12      571   31.3393
143     561     0.09507 143     7.36    0       561     0.47903         119.654 143     226     23      561   32.2571
144     541     0.06617 144     7.36    0       541     0.393011        120.54  144     242     19      541   32.7525
145     486     0.06395 145     7.36    0       486     0.358787        122.131 145     245     1       486   32.7241
146     508     0.09361 146     7.36    0       508     0.493932        122.691 146     245     23      508   33.3142
147     587     0.07088 147     7.36    0       587     0.396665        122.811 147     252     23      587   34.4289
148     549     0.12175 148     7.36    0       549     0.598374        122.767 148     254     1       549   37.004
149     551     0.12154 149     10.44   0       551     0.68325         124.213 149     250     1       551   37.104
150     558     0.11238 150     10.44   0       558     0.628589        125.394 150     245     11      558   36.9938
151     557     0.08769 151     7.36    0       557     0.496763        126.439 151     247     23      557   37.5604
152     543     0.09997 152     7.36    0       543     0.552053        124.734 152     225     1       543   37.4445
153     536     0.12207 153     7.36    0       536     0.632279        123.086 153     229     1       536   37.9342
154     563     0.10914 154     7.36    0       563     0.571759        124.698 154     233     4       563   37.7814
155     619     0.09609 155     7.36    0       619     0.467228        127.172 155     235     21      619   38.6756
156     571     0.0777  156     7.36    0       571     0.402297        128.923 156     275     23      571   39.2836
157     562     0.12808 157     7.36    0       562     0.585412        131.247 157     275     1       562   41.2576
158     544     0.09483 158     7.36    0       544     0.462422        130.699 158     244     1       544   41.6814
159     593     0.0974  159     7.36    0       593     0.509484        131.839 159     290     23      593   40.6246
160     527     0.0735  160     7.36    0       527     0.464462        133.53  160     277     11      527   40.7828
161     518     0.08718 161     7.36    0       518     0.417035        132.357 161     258     4       518   40.5336
162     555     0.09469 162     7.36    0       555     0.493748        132.708 162     261     26      555   42.896
163     524     0.10358 163     7.36    0       524     0.646979        133.373 163     297     23      524   45.7562
164     548     0.10316 164     7.36    0       548     0.579149        135.203 164     264     14      548   47.6321
165     570     0.11877 165     7.36    0       570     0.675036        134.244 165     274     4       570   47.7185
166     572     0.1281  166     7.36    0       572     0.636873        136.911 166     297     4       572   47.3293
167     564     0.11772 167     7.36    0       564     0.610904        141.152 167     318     23      564   47.5072
168     543     0.11827 168     7.36    0       543     0.654268        141.857 168     292     1       543   45.8426
169     543     0.1015  169     7.36    0       543     0.575554        143.151 169     273     21      543   46.0873
170     560     0.10416 170     7.72    0       560     0.645754        144.362 170     276     23      560   46.9934
171     537     0.10962 171     7.36    0       537     0.589074        142.312 171     283     4       537   48.9186
172     554     0.11177 172     7.36    0       554     0.564954        145.177 172     299     12      554   51.0426
173     556     0.09925 173     7.36    0       556     0.543524        146.161 173     299     21      556   50.6119
174     519     0.09882 174     7.36    0       519     0.497916        144.496 174     299     21      519   51.4004
175     536     0.09378 175     7.36    0       536     0.562364        148.244 175     277     18      536   47.2004
176     557     0.10734 176     7.36    0       557     0.61363         151.954 176     315     23      557   46.3312
177     581     0.12743 177     8.17    0       581     0.749606        154.129 177     295     24      581   48.117
178     516     0.09665 178     7.36    0       516     0.613169        157.639 178     295     29      516   48.1211
179     549     0.07629 179     7.36    0       549     0.45271         159.879 179     298     29      549   49.5207
180     535     0.08125 180     7.36    0       535     0.487208        161.049 180     316     1       535   50.8902
181     557     0.10098 181     10.44   0       557     0.672132        162.461 181     299     4       557   50.3299
182     586     0.0937  182     7.4     0       586     0.579413        161.564 182     313     12      586   51.6908
183     540     0.08925 183     10.44   0       540     0.486487        162.291 183     336     1       540   51.0968
184     553     0.07897 184     9.96    0       553     0.536674        163.157 184     315     23      553   50.8165
185     551     0.1089  185     7.64    0       551     0.632818        164.931 185     314     23      551   54.2635
186     534     0.08907 186     7.36    0       534     0.623772        165.185 186     322     23      534   54.6112
187     563     0.09228 187     7.36    0       563     0.511375        168.432 187     344     23      563   53.151
188     576     0.09518 188     7.36    0       576     0.532376        168.227 188     344     23      576   53.8296
189     552     0.08871 189     7.36    0       552     0.559307        167.636 189     311     23      552   52.5253
190     524     0.07722 190     7.36    0       524     0.512497        168.195 190     326     12      524   51.4405
191     536     0.10837 191     7.36    0       536     0.548503        167.807 191     342     11      536   51.6252
192     519     0.09225 192     10.44   0       519     0.633097        169.47  192     342     4       519   51.603
193     546     0.081   193     7.45    0       546     0.549563        166.49  193     350     12      546   50.2737
194     526     0.06131 194     7.36    0       526     0.432928        169.607 194     307     23      526   50.1507
195     559     0.09795 195     7.36    0       559     0.628864        168.343 195     334     4       559   52.2238
196     549     0.09206 196     7.36    0       549     0.537413        171.039 196     324     23      549   51.9608
197     531     0.07743 197     7.36    0       531     0.537761        171.832 197     324     1       531   51.9914
198     574     0.09275 198     7.36    0       574     0.488502        170.467 198     331     4       574   53.8933
199     555     0.10762 199     7.36    0       555     0.674273        173.035 199     337     4       555   55.8137
200     570     0.09726 200     7.36    0       570     0.584548        174.212 200     339     1       570   55.164

Best Individual:
if_then_else(gt(g, a), if_then_else(True, if_then_else(lt(c, b), 'A', 'B'), if_then_else(gt(a, protectedDiv(b, g)), if_then_else(gt(c, g), 'B', if_then_else(gt(b, g), if_then_else(gt(b, g), if_then_else(False, 'A', if_then_else(False, if_then_else(gt(g, g), 'F', 'C'), if_then_else(or_(False, True), if_then_else(False, 'F', 'B'), if_then_else(True, if_then_else(True, 'D', 'F'), if_then_else(gt(g, g), 'B', if_then_else(False, if_then_else(gt(c, b), if_then_else(and_(True, False), if_then_else(False, 'D', 'B'), if_then_else(True, 'B', 'B')), 'F'), 'A')))))), if_then_else(False, 'B', 'C')), if_then_else(gt(a, g), if_then_else(gt(g, b), 'B', 'D'), if_then_else(False, 'F', 'A')))), 'C')), if_then_else(gt(b, g), if_then_else(gt(min(d, a), g), 'F', if_then_else(gt(c, g), 'D', 'C')), 'B'))
