gen     nevals  avg     gen     max     min     nevals  std     avg     gen     max     min     nevals  std    
78      564     0.08277 78      8.84    0       564     0.408291        121.781 78      302     19      564   49.0662
79      551     0.07721 79      7.04    0       551     0.406956        126.635 79      298     1       551   50.1068
80      568     0.10879 80      8.84    0       568     0.52239         128.619 80      305     20      568   48.0285
81      537     0.088   81      9.56    0       537     0.539931        129.157 81      307     4       537   49.2703
82      553     0.09996 82      8.84    0       553     0.573599        132.396 82      318     1       553   50.0492
83      577     0.09283 83      8.84    0       577     0.507554        134.259 83      318     4       577   48.9646
84      568     0.09142 84      7.16    0       568     0.458784        133.227 84      318     18      568   50.0913
85      560     0.12165 85      9.56    0       560     0.589902        133.713 85      286     1       560   50.7489
86      595     0.11966 86      8.84    0       595     0.577637        133.815 86      286     1       595   49.9611
87      545     0.11952 87      8.84    0       545     0.620946        136.481 87      292     1       545   50.5888
88      563     0.10241 88      8.84    0       563     0.531278        138.553 88      288     18      563   51.7135
89      573     0.07608 89      3.96    0       573     0.327512        142.787 89      329     4       573   53.303
90      551     0.10134 90      8.84    0       551     0.579969        145.637 90      329     19      551   52.8359
91      569     0.10116 91      8.84    0       569     0.672181        145.852 91      329     4       569   53.4728
92      542     0.10608 92      9.56    0       542     0.662523        148.378 92      329     1       542   54.2625
93      510     0.09674 93      8.84    0       510     0.564674        151.541 93      331     4       510   54.7719
94      513     0.06534 94      8.84    0       513     0.415606        154.986 94      333     18      513   56.7776
95      563     0.10759 95      9.56    0       563     0.647552        158.552 95      375     4       563   59.813
96      557     0.07057 96      8.84    0       557     0.440871        160.364 96      375     19      557   60.3886
97      548     0.0815  97      9.56    0       548     0.501337        163.336 97      340     9       548   60.0255
98      528     0.0629  98      7.04    0       528     0.399684        166.878 98      349     4       528   61.9161
99      558     0.09895 99      8.84    0       558     0.595331        170.01  99      376     14      558   63.2575
100     540     0.08964 100     9.56    0       540     0.464496        170.263 100     381     4       540   62.7122
101     550     0.07239 101     9.56    0       550     0.549859        172.315 101     352     1       550   61.3725
102     538     0.08083 102     8.84    0       538     0.548565        174.492 102     375     11      538   61.3083
103     590     0.06828 103     4.76    0       590     0.334322        177.492 103     415     11      590   58.9027
104     529     0.06933 104     8.84    0       529     0.435456        178.838 104     377     21      529   55.8002
105     513     0.12193 105     7.04    0       513     0.602121        179.381 105     370     11      513   57.3169
106     568     0.085   106     8.84    0       568     0.558727        178.513 106     370     11      568   57.6782
107     536     0.08254 107     9.56    0       536     0.575582        179.587 107     370     1       536   59.2547
108     531     0.06303 108     5       0       531     0.380584        179.027 108     373     4       531   57.2298
109     494     0.06957 109     4.76    0       494     0.391794        176.778 109     375     19      494   55.2806
110     559     0.09579 110     8.84    0       559     0.590638        178.658 110     388     23      559   58.1055
111     547     0.10832 111     9.56    0       547     0.699124        178.072 111     391     4       547   56.211
112     549     0.0828  112     9.56    0       549     0.556888        178.879 112     432     14      549   59.2994
113     546     0.09589 113     8.84    0       546     0.657131        181.844 113     432     14      546   61.0387
114     521     0.06146 114     4.76    0       521     0.341819        181.734 114     390     21      521   61.4283
115     556     0.06629 115     5.76    0       556     0.388134        183.531 115     400     12      556   62.7336
116     573     0.0752  116     8.84    0       573     0.456008        186.311 116     394     18      573   63.987
117     544     0.05397 117     4.76    0       544     0.323002        191.222 117     405     22      544   61.9334
118     553     0.06076 118     7.04    0       553     0.385525        190.989 118     405     26      553   63.3885
119     568     0.05408 119     4.76    0       568     0.341355        189.629 119     482     4       568   62.017
120     543     0.05302 120     5.76    0       543     0.341773        191.351 120     406     12      543   62.0198
121     551     0.07833 121     9.56    0       551     0.573482        188.266 121     430     4       551   63.882
122     564     0.05228 122     7.04    0       564     0.362952        191.848 122     406     24      564   61.2114
123     555     0.08468 123     9.44    0       555     0.566752        192.16  123     383     11      555   60.7769
124     536     0.0725  124     8.84    0       536     0.471375        192.879 124     383     6       536   58.8263
125     583     0.04187 125     4.76    0       583     0.260226        194.915 125     400     13      583   61.7532
126     539     0.06079 126     8.84    0       539     0.432072        198.878 126     389     11      539   63.7874
127     519     0.05289 127     7.04    0       519     0.383993        200.179 127     436     16      519   63.1308
128     580     0.05989 128     8.84    0       580     0.403669        201.025 128     436     11      580   63.3424
129     573     0.06279 129     8.84    0       573     0.456536        202.032 129     436     29      573   60.0219
130     534     0.05425 130     8.84    0       534     0.377805        200.763 130     405     13      534   61.5775
131     577     0.04998 131     4.16    0       577     0.320011        201.91  131     416     19      577   62.4868
132     582     0.07156 132     8.84    0       582     0.434892        204.34  132     421     14      582   63.9714
133     557     0.08    133     8.84    0       557     0.571845        206.488 133     415     4       557   63.8118
134     526     0.09497 134     9.32    0       526     0.620344        209.122 134     426     13      526   62.8998
135     519     0.08505 135     8.84    0       519     0.573438        211.2   135     428     19      519   64.2963
136     554     0.05875 136     8.84    0       554     0.42752         211.159 136     428     1       554   64.5044
137     533     0.06693 137     8.84    0       533     0.48278         209.604 137     428     13      533   67.3313
138     584     0.07597 138     9.56    0       584     0.569479        213.052 138     533     11      584   70.5522
139     594     0.06625 139     9.56    0       594     0.490753        217.271 139     534     1       594   70.9309
140     587     0.05431 140     7.04    0       587     0.359176        218.621 140     450     4       587   67.0577
141     539     0.04434 141     8.84    0       539     0.361576        220.009 141     450     13      539   66.4118
142     516     0.04512 142     7.04    0       516     0.343912        222.744 142     463     25      516   68.1223
143     556     0.04205 143     4.76    0       556     0.304756        220.052 143     471     11      556   69.5633
144     560     0.05604 144     7.04    0       560     0.334167        224.023 144     478     11      560   72.2438
145     538     0.04884 145     4.76    0       538     0.310472        223.588 145     462     1       538   71.22
146     512     0.03871 146     7.04    0       512     0.310547        223.776 146     516     23      512   74.1355
147     527     0.0837  147     8.84    0       527     0.587144        224.156 147     486     1       527   74.806
148     535     0.05724 148     8.84    0       535     0.41583         225.545 148     489     1       535   73.6491
149     566     0.06062 149     7.04    0       566     0.400389        225.338 149     500     1       566   75.2391
150     561     0.06712 150     7.04    0       561     0.396214        224.932 150     479     16      561   75.7901
151     535     0.06805 151     8.84    0       535     0.576338        224.034 151     468     9       535   70.8829
152     554     0.07184 152     8.84    0       554     0.519334        224.7   152     545     61      554   71.5572
153     511     0.03376 153     4.76    0       511     0.253793        224.909 153     470     6       511   72.9713
154     536     0.05465 154     8.84    0       536     0.383243        223.754 154     470     21      536   71.2619
155     554     0.07345 155     8.84    0       554     0.505032        220.593 155     466     14      554   70.7759
156     571     0.08854 156     8.84    0       571     0.593272        223.793 156     466     13      571   72.0775
157     530     0.03862 157     4.76    0       530     0.255844        224.242 157     528     14      530   72.7196
158     554     0.0528  158     8.84    0       554     0.389955        224.033 158     465     6       554   70.8865
159     545     0.0593  159     7.04    0       545     0.379804        227.856 159     470     12      545   72.9884
160     614     0.07369 160     8.84    0       614     0.527539        229.782 160     466     11      614   75.7088
161     543     0.05457 161     5       0       543     0.385612        230.314 161     467     1       543   76.4685
162     548     0.03864 162     3.96    0       548     0.218926        234.145 162     468     14      548   75.6059
163     546     0.06382 163     9.56    0       546     0.440238        231.52  163     504     1       546   76.735
164     551     0.0749  164     8.84    0       551     0.517919        230.823 164     473     11      551   77.2059
165     560     0.06595 165     8.84    0       560     0.461997        234.457 165     468     11      560   80.4713
166     535     0.08312 166     8.84    0       535     0.54036         234.295 166     468     13      535   78.3187
167     549     0.04485 167     7.04    0       549     0.310394        237.924 167     473     13      549   78.0415
168     551     0.07886 168     7.24    0       551     0.426327        236.229 168     473     1       551   75.9087
169     552     0.042   169     4.76    0       552     0.286972        238.833 169     480     14      552   74.4621
170     570     0.04304 170     2.52    0       570     0.234866        244.645 170     541     16      570   73.4755
171     536     0.04625 171     8.84    0       536     0.397562        242.168 171     522     1       536   72.8181
172     534     0.05448 172     9.56    0       534     0.420104        247.733 172     529     4       534   75.0367
173     527     0.04129 173     3.96    0       527     0.262701        249.226 173     529     1       527   74.8685
174     539     0.07205 174     8.84    0       539     0.507015        246.292 174     530     1       539   74.1851
175     575     0.03777 175     3.96    0       575     0.235218        249.304 175     530     14      575   71.2874
176     558     0.06788 176     8.84    0       558     0.476352        251.012 176     539     15      558   71.734
177     546     0.05011 177     8.84    0       546     0.454112        249.06  177     539     4       546   72.7784
178     532     0.05011 178     9.56    0       532     0.445602        250.028 178     530     1       532   71.4644
179     547     0.05406 179     10.28   0       547     0.463799        250.389 179     533     19      547   73.4515
180     531     0.05118 180     7.04    0       531     0.394355        250.7   180     582     1       531   75.3659
181     542     0.03708 181     4.76    0       542     0.275229        254.249 181     582     30      542   75.5654
182     582     0.07148 182     7.04    0       582     0.44761         250.997 182     534     29      582   72.9821
183     553     0.02877 183     3.12    0       553     0.190304        252.233 183     533     20      553   72.1573
184     558     0.04266 184     3.12    0       558     0.235173        254.436 184     533     11      558   72.2878
185     574     0.03255 185     1.96    0       574     0.177485        256.049 185     534     25      574   73.1954
186     573     0.05585 186     4.76    0       573     0.356736        253.527 186     541     19      573   73.1982
187     562     0.02876 187     4.76    0       562     0.223092        253.459 187     541     33      562   71.3774
188     589     0.06523 188     9.49    0       589     0.470031        250.18  188     541     13      589   76.6688
189     543     0.04768 189     8.84    0       543     0.375909        250.785 189     547     13      543   76.5195
190     550     0.0435  190     9.56    0       550     0.367104        251.015 190     467     1       550   74.5333
191     553     0.06468 191     8.84    0       553     0.479234        253.616 191     478     19      553   73.1087
192     586     0.07405 192     8.84    0       586     0.529908        251.743 192     673     4       586   74.1041
193     545     0.03227 193     3.32    0       545     0.212196        247.374 193     453     4       545   74.7037
194     549     0.04665 194     7.04    0       549     0.357656        252.25  194     522     13      549   77.1291
195     568     0.05922 195     4.76    0       568     0.343846        251.3   195     525     11      568   79.4284
196     537     0.02765 196     4.76    0       537     0.208564        248.68  196     525     1       537   80.8706
197     585     0.04823 197     8.84    0       585     0.37286         249.624 197     522     13      585   80.8055
198     517     0.04874 198     8.84    0       517     0.420414        248.759 198     522     13      517   78.4076
199     540     0.07114 199     8.84    0       540     0.519762        254.92  199     523     24      540   78.3363
200     554     0.05354 200     7.04    0       554     0.377363        251.25  200     516     1       554   79.1061

Best Individual:
if_then_else(gt(b, g), if_then_else(True, if_then_else(or_(gt(max(a, g), g), True), if_then_else(lt(g, c), if_then_else(lt(g, d), if_then_else(or_(True, True), 'F', 'D'), 'D'), if_then_else(True, 'C', 'D')), if_then_else(or_(False, lt(max(a, d), a)), if_then_else(lt(g, c), 'D', if_then_else(False, 'A', if_then_else(or_(True, True), if_then_else(lt(c, d), if_then_else(True, 'F', if_then_else(True, 'D', 'F')), 'D'), 'B'))), 'D')), 'B'), if_then_else(and_(gt(max(protectedDiv(protectedDiv(a, g), neg(c)), max(a, d)), g), lt(g, a)), 'B', 'A'))
