gen     nevals  avg     gen     max     min     nevals  std     avg     gen     max     min     nevals  std    
51      566     0.23198 51      8.37    0.05    566     0.639755        45.024  51      138     1       566   15.2793
52      522     0.25322 52      11.13   0.05    522     0.937757        46.625  52      143     1       522   15.623
53      584     0.28618 53      11.04   0.05    584     0.951664        46.951  53      132     4       584   15.2108
54      526     0.23541 54      10.38   0.05    526     0.702454        48.107  54      129     1       526   15.6809
55      540     0.20718 55      10.38   0.05    540     0.665706        48.536  55      112     1       540   16.2123
56      566     0.24136 56      10.38   0.05    566     0.806259        50.501  56      119     1       566   16.6469
57      548     0.24647 57      11.13   0.05    548     0.805276        50.822  57      128     1       548   17.3638
58      561     0.28166 58      11.13   0.05    561     0.939984        51.43   58      126     4       561   18.1746
59      553     0.26333 59      11.13   0.05    553     0.891303        53.393  59      147     1       553   19.199
60      545     0.22646 60      8.37    0.05    545     0.726772        54.875  60      120     11      545   19.131
61      575     0.24619 61      10.38   0.05    575     0.826292        56.146  61      151     4       575   18.5707
62      541     0.20485 62      8.37    0.05    541     0.690717        57.857  62      152     11      541   19.883
63      561     0.23806 63      10.38   0.05    561     0.870996        59.254  63      138     11      561   20.3312
64      526     0.20128 64      10.38   0.05    526     0.714239        60.307  64      138     11      526   19.9793
65      539     0.21827 65      11.13   0.05    539     0.751354        61.52   65      189     1       539   21.6319
66      558     0.23066 66      8.37    0.05    558     0.737877        63.211  66      161     4       558   22.0166
67      546     0.23717 67      11.13   0.03    546     0.840873        63.613  67      170     4       546   23.4876
68      553     0.22838 68      11.13   0.03    553     0.818444        64.159  68      175     4       553   23.1456
69      591     0.21831 69      8.37    0.03    591     0.701862        64.952  69      175     4       591   24.7152
70      556     0.16685 70      10.38   0.03    556     0.640149        67.673  70      189     11      556   24.7904
71      531     0.18577 71      5.8     0.03    531     0.558687        67.967  71      189     11      531   25.5973
72      527     0.20139 72      8.67    0.03    527     0.725269        68.787  72      189     4       527   26.7335
73      526     0.22223 73      10.38   0.03    526     0.724757        68.893  73      192     11      526   27.0813
74      547     0.25329 74      11.13   0.03    547     0.888524        69.851  74      194     1       547   26.8961
75      522     0.24687 75      10.38   0.03    522     0.953219        67.37   75      200     11      522   23.3566
76      557     0.27076 76      11.13   0.03    557     0.884066        66.105  76      200     1       557   21.4177
77      528     0.24371 77      8.67    0.03    528     0.774839        68.401  77      162     11      528   20.8344
78      542     0.23924 78      10.38   0.03    542     0.892475        70.415  78      170     4       542   22.6419
79      554     0.24957 79      10.38   0.03    554     0.948644        72.493  79      200     4       554   23.6227
80      580     0.29535 80      11.13   0.03    580     1.08236         74.002  80      202     1       580   25.2408
81      547     0.23974 81      11.13   0.03    547     0.900514        76.807  81      202     1       547   26.6327
82      591     0.29101 82      10.38   0.03    591     1.07459         77.715  82      175     11      591   26.62
83      505     0.31174 83      10.38   0.03    505     1.0921          80.205  83      247     1       505   29.1559
84      564     0.25562 84      11.13   0.03    564     0.956877        82.973  84      217     1       564   30.4302
85      569     0.21983 85      10.38   0.03    569     0.828478        84.909  85      218     1       569   30.7786
86      522     0.22453 86      8.67    0.03    522     0.85369         88.115  86      219     1       522   31.535
87      537     0.16499 87      11.13   0.03    537     0.673574        88.988  87      224     4       537   33.2232
88      543     0.23193 88      11.13   0.03    543     0.985422        91.525  88      224     1       543   33.4769
89      551     0.28336 89      10.38   0.03    551     1.04004         92.774  89      218     4       551   35.0344
90      538     0.19765 90      11.13   0.03    538     0.803738        96.492  90      218     1       538   37.5435
91      548     0.21571 91      11.13   0.03    548     1.00196         97.126  91      236     4       548   37.7065
92      532     0.22281 92      10.38   0.03    532     0.834008        98.254  92      238     11      532   37.2821
93      594     0.19302 93      10.86   0.03    594     0.743292        99.225  93      260     1       594   39.8002
94      545     0.24733 94      10.38   0.03    545     1.01977         100.527 94      263     12      545   39.7477
95      531     0.21046 95      11.13   0.03    531     0.862372        103.579 95      274     1       531   40.9524
96      518     0.17138 96      10.38   0.03    518     0.77614         105.916 96      295     1       518   42.6081
97      569     0.19967 97      10.38   0.03    569     0.791           107.477 97      273     4       569   42.5711
98      565     0.17726 98      8.67    0.03    565     0.725401        109.346 98      340     4       565   43.2362
99      581     0.21446 99      10.38   0.03    581     0.839297        115.642 99      367     11      581   46.3829
100     538     0.13905 100     10.38   0.03    538     0.676104        119.262 100     349     4       538   48.8849
101     574     0.19028 101     10.53   0.03    574     0.896526        123.335 101     378     11      574   48.1993
102     556     0.15238 102     8.54    0.03    556     0.625172        125.392 102     339     11      556   49.5009
103     587     0.18998 103     11.13   0.03    587     0.775306        124.348 103     339     4       587   50.9015
104     556     0.18254 104     10.38   0.03    556     0.805844        125.132 104     339     11      556   50.0047
105     561     0.17344 105     11.25   0.03    561     0.689499        126.139 105     339     11      561   50.0204
106     533     0.17297 106     8.67    0.03    533     0.675361        126.829 106     342     1       533   49.6592
107     554     0.16087 107     11.13   0.03    554     0.762916        130.696 107     342     4       554   51.8014
108     521     0.12377 108     5.65    0.03    521     0.53092         134.29  108     337     14      521   51.0934
109     543     0.12594 109     5.65    0.03    543     0.499621        135.479 109     337     4       543   51.4254
110     589     0.17979 110     8.54    0.03    589     0.730542        136.453 110     337     1       589   51.2856
111     510     0.1658  111     10.38   0.03    510     0.811033        136.519 111     301     11      510   50.7401
112     550     0.25975 112     10.53   0.03    550     1.046           136.934 112     311     1       550   50.0598
113     543     0.1538  113     10.38   0.03    543     0.696546        138.824 113     336     11      543   51.2863
114     541     0.1369  114     8.43    0.03    541     0.605145        138.886 114     336     11      541   52.5162
115     503     0.17391 115     10.38   0.03    503     0.755709        141.577 115     340     21      503   53.2335
116     534     0.13999 116     10.38   0.03    534     0.608395        143.213 116     340     11      534   54.3488
117     558     0.13495 117     10.38   0.03    558     0.67325         147.576 117     388     17      558   55.9442
118     557     0.16371 118     10.38   0.03    557     0.737635        150.314 118     416     4       557   55.0803
119     612     0.16125 119     10.38   0.03    612     0.73655         151.734 119     416     11      612   57.738
120     549     0.15609 120     10.38   0.03    549     0.80716         155.681 120     416     11      549   56.2452
121     519     0.10922 121     5.65    0.03    519     0.403543        157.476 121     429     4       519   57.6217
122     534     0.14485 122     8.67    0.02    534     0.61177         157.19  122     429     1       534   59.0993
123     558     0.13148 123     5.83    0.02    558     0.532905        159.254 123     431     12      558   60.708
124     555     0.15796 124     10.38   0.02    555     0.884708        165.39  124     429     11      555   59.9019
125     550     0.14437 125     11.13   0.02    550     0.702952        165.28  125     429     4       550   60.3368
126     505     0.13461 126     11.13   0.02    505     0.727456        168.009 126     487     1       505   61.4015
127     533     0.0972  127     5.65    0.02    533     0.43653         170.945 127     492     11      533   59.4
128     562     0.1203  128     8.67    0.02    562     0.563526        179.258 128     492     1       562   55.2464
129     526     0.09584 129     10.38   0.02    526     0.584075        190.367 129     432     11      526   43.5798
130     538     0.10459 130     10.37   0.02    538     0.600719        200.775 130     429     22      538   33.9648
131     542     0.10999 131     10.37   0.02    542     0.592974        202.541 131     429     22      542   30.9661
132     520     0.10356 132     8.34    0.02    520     0.565019        202.71  132     390     25      520   31.8366
133     514     0.12136 133     10.37   0.02    514     0.689368        204.521 133     388     1       514   31.3068
134     540     0.15349 134     11.13   0.01    540     0.834055        204.164 134     484     1       540   37.1552
135     522     0.10884 135     5.64    0.01    522     0.561408        205.555 135     482     22      522   35.4131
136     559     0.1411  136     10.37   0.01    559     0.791158        207.553 136     482     1       559   40.5275
137     564     0.10496 137     10.37   0.01    564     0.565668        206.539 137     391     12      564   40.5577
138     534     0.12924 138     10.37   0.01    534     0.713146        206.917 138     391     22      534   40.9522
139     540     0.14145 139     10.37   0.01    540     0.773613        207.794 139     492     4       540   47.453
140     522     0.091   140     8.33    0.01    522     0.502372        208.288 140     493     22      522   44.4163
141     576     0.10869 141     10.36   0.01    576     0.604878        207.464 141     493     22      576   43.9553
142     561     0.10151 142     5.64    0.01    561     0.532942        208.513 142     493     22      561   35.3692
143     561     0.14239 143     10.36   0.01    561     0.856077        207.981 143     406     24      561   34.6824
144     574     0.09667 144     8.35    0.01    574     0.53267         209.751 144     394     29      574   32.9495
145     543     0.10974 145     10.36   0.01    543     0.606516        211.645 145     401     24      543   38.8165
146     550     0.12848 146     10.36   0.01    550     0.700182        215.085 146     406     24      550   45.1168
147     535     0.11678 147     10.36   0.01    535     0.785561        213.484 147     406     1       535   47.4265
148     543     0.05597 148     4.24    0.01    543     0.280086        213.384 148     406     1       543   45.3437
149     556     0.09056 149     5.68    0.01    556     0.510862        216.24  149     436     24      556   47.9207
150     574     0.12753 150     10.36   0.01    574     0.748548        215.707 150     436     4       574   51.2951
151     562     0.09337 151     10.36   0.01    562     0.634643        216.093 151     447     17      562   50.4572
152     561     0.08102 152     8.02    0.01    561     0.478299        218.068 152     447     24      561   53.2161
153     542     0.1267  153     10.42   0.01    542     0.75479         219.82  153     469     24      542   55.5092
154     572     0.10521 154     8.65    0.01    572     0.634779        221.347 154     445     24      572   51.989
155     529     0.08842 155     8.33    0.01    529     0.528977        220.781 155     445     4       529   54.6799
156     587     0.14227 156     10.36   0.01    587     0.715523        219.964 156     523     29      587   58.6563
157     561     0.13137 157     11.13   0.01    561     0.74248         224.199 157     523     1       561   60.9111
158     533     0.08346 158     8.65    0.01    533     0.489531        226.177 158     523     25      533   59.4437
159     585     0.13197 159     11.13   0.01    585     0.778815        225.985 159     523     4       585   61.1273
160     572     0.09194 160     10.36   0       572     0.584324        228.196 160     515     12      572   65.1268
161     561     0.10368 161     11.13   0       561     0.69168         228.573 161     521     4       561   66.0661
162     584     0.14441 162     10.36   0       584     0.736445        230.129 162     542     4       584   69.2874
163     524     0.10982 163     10.36   0.01    524     0.682445        236.554 163     597     24      524   73.2265
164     565     0.12845 164     10.36   0.01    565     0.77439         239.033 164     528     24      565   76.1606
165     548     0.10376 165     5.63    0.01    548     0.516948        239.396 165     593     24      548   76.3407
166     557     0.10806 166     10.36   0.01    557     0.628456        242.011 166     593     1       557   79.1112
167     515     0.09968 167     10.36   0.01    515     0.601131        243.89  167     593     24      515   76.2685
168     542     0.12935 168     10.36   0.01    542     0.783828        242.778 168     593     28      542   75.2856
169     512     0.08201 169     10.36   0.01    512     0.535137        246.75  169     507     12      512   72.7964
170     555     0.11463 170     10.36   0.01    555     0.696199        245.164 170     507     1       555   75.2321
171     555     0.10641 171     10.36   0.01    555     0.665224        247.528 171     507     4       555   77.0573
172     556     0.10592 172     8.65    0.01    556     0.687299        249.275 172     454     1       556   74.6929
173     577     0.12565 173     8.65    0       577     0.636034        248.409 173     454     24      577   73.8577
174     541     0.1225  174     10.36   0       541     0.747244        250.585 174     467     30      541   74.6612
175     596     0.09516 175     10.36   0       596     0.654265        252.571 175     482     32      596   76.9855
176     546     0.14305 176     10.36   0       546     0.858163        251.402 176     640     24      546   77.6312
177     528     0.16008 177     10.45   0       528     0.875221        254.737 177     482     1       528   80.1006
178     559     0.08129 178     10.36   0       559     0.565243        258.036 178     482     27      559   79.948
179     557     0.1174  179     10.36   0       557     0.758901        268.653 179     482     1       557   84.9843
180     592     0.11656 180     10.36   0       592     0.72136         280.57  180     760     24      592   92.5836
181     545     0.09085 181     10.35   0       545     0.610788        308.536 181     760     32      545   91.8641
182     531     0.05889 182     8.64    0       531     0.44092         319.318 182     760     1       531   92.0173
183     494     0.04551 183     5.62    0       494     0.354489        320.907 183     763     32      494   94.3321
184     551     0.0804  184     11.13   0       551     0.551272        313.878 184     768     12      551   95.5581
185     564     0.0616  185     10.35   0       564     0.469164        318.57  185     768     35      564   97.3491
186     574     0.07145 186     10.35   0       574     0.508884        317.822 186     768     4       574   99.0498
187     534     0.0826  187     10.35   0       534     0.646699        320.579 187     770     32      534   100.982
188     561     0.09275 188     10.35   0       561     0.630697        322.511 188     774     32      561   109.792
189     553     0.08584 189     10.35   0       553     0.637904        328.3   189     776     11      553   112.12
190     532     0.07531 190     10.35   0       532     0.558522        330.685 190     812     32      532   121.779
191     560     0.10064 191     10.35   0       560     0.668707        331.316 191     788     32      560   123.646
192     552     0.09054 192     8.64    0       552     0.579008        331.416 192     788     32      552   124.692
193     583     0.0761  193     10.35   0       583     0.562374        340.296 193     810     35      583   130.476
194     548     0.05785 194     5.62    0       548     0.387304        342.304 194     814     12      548   129.027
195     556     0.08309 195     8.64    0       556     0.578188        345.488 195     778     40      556   127.457
196     536     0.05629 196     8.64    0       536     0.445336        350.921 196     781     32      536   130.378
197     540     0.10064 197     10.35   0       540     0.777837        351.832 197     816     4       540   134.067
198     546     0.07075 198     11.13   0       546     0.537322        353.038 198     816     12      546   131.928
199     531     0.08527 199     10.35   0       531     0.672531        354.092 199     839     32      531   132.627
200     578     0.10882 200     10.35   0       578     0.788039        357.085 200     839     12      578   135.835

Best Individual:
if_then_else(gt(b, g), if_then_else(gt(c, g), if_then_else(gt(c, add(g, d)), if_then_else(False, 'F', 'D'), if_then_else(True, 'F', 'C')), 'C'), if_then_else(gt(g, neg(c)), if_then_else(gt(c, c), 'D', if_then_else(gt(d, b), if_then_else(True, if_then_else(gt(d, b), if_then_else(and_(or_(False, gt(g, c)), True), if_then_else(gt(c, b), 'B', if_then_else(gt(a, mul(mul(d, g), mul(b, a))), 'A', if_then_else(gt(c, neg(b)), 'A', if_then_else(gt(c, g), 'D', 'C')))), if_then_else(and_(False, True), if_then_else(gt(g, max(g, g)), if_then_else(False, 'A', 'B'), 'C'), 'D')), if_then_else(gt(c, a), if_then_else(gt(sub(g, c), c), if_then_else(gt(g, a), if_then_else(gt(g, neg(c)), 'F', 'C'), if_then_else(not_(True), 'A', 'B')), if_then_else(True, 'D', 'F')), if_then_else(gt(max(g, a), max(g, c)), 'B', if_then_else(gt(add(g, b), mul(c, g)), if_then_else(True, 'B', 'F'), if_then_else(gt(b, neg(g)), 'A', 'A'))))), if_then_else(gt(g, a), 'C', 'A')), if_then_else(False, 'A', if_then_else(gt(g, a), 'A', if_then_else(gt(max(c, a), max(g, c)), 'B', if_then_else(lt(g, add(g, d)), 'A', if_then_else(gt(g, neg(c)), 'A', 'B'))))))), 'B'))
